chr	start	stops	name	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
chr6	10394676	10394888	Ultra-conserved	0.0472518516933327	0.236740824674352	1	1	1	1	1
chr6	16299383	16299598	Ultra-conserved	1	1	1	1	1	1	1
chr6	163991703	163991906	Ultra-conserved	1	1	1	1	1	1	1
chr6	36567516	36568089	Ultra-conserved	1	1	0.115234875927559	1	1	1	1
chr6	41523439	41523639	Ultra-conserved	1	0.160317112287223	1	1	1	1	1
chr6	51076793	51077001	Ultra-conserved	1	1	1	1	1	1	1
chr6	51148996	51149240	Ultra-conserved	1	1	1	0.118034392953357	1	1	1
chr6	86321685	86322004	Ultra-conserved	1	1	1	1	1	1	1
chr6	93969063	93969264	Ultra-conserved	1	1	1	1	1	1	1
chr6	97663355	97663628	Ultra-conserved	1	1	1	1	1	1	1
chr6	98116539	98116760	Ultra-conserved	1	0.329883707731702	0.123756918529806	1	1	1	1
chr6	98362798	98363022	Ultra-conserved	1	1	1	0.169627314371011	1	1	1
chr6	98719888	98720195	Ultra-conserved	1	0.426336463660823	1	1	1	1	0.0712226417132384
chr6	98813854	98814110	Ultra-conserved	1	1	1	1	1	1	1
chr6	98995532	98995786	Ultra-conserved	1	1	1	1	1	1	1
chr7	114057170	114057371	Ultra-conserved	1	1	1	1	1	1	1
chr7	114058184	114058452	Ultra-conserved	1	0.0453828501666026	1	1	1	1	1
chr7	114063018	114063313	Ultra-conserved	1	1	1	1	1	1	1
chr7	114072854	114073055	Ultra-conserved	0.0540300446404487	1	1	1	1	1	1
chr7	114209317	114209522	Ultra-conserved	1	1	1	0.0767511685326445	1	1	1
chr7	114295315	114295546	Ultra-conserved	1	1	1	1	1	1	1
chr7	115116696	115116961	Ultra-conserved	1	1	1	1	1	1	1
chr7	115134644	115134940	Ultra-conserved	0.0793491287668033	0.319406609378596	1	1	1	1	1
chr7	115319460	115319698	Ultra-conserved	1	0.00401697045531855	1	1	1	1	1
chr7	115582116	115582340	Ultra-conserved	1	1	1	1	1	1	1
chr7	121944605	121944852	Ultra-conserved	1	1	1	1	1	1	1
chr7	1265903	1266105	Ultra-conserved	1	1	1	0.0755618476389245	1	1	1
chr7	150828313	150828579	Ultra-conserved	1	1	1	1	1	1	1
chr7	156812384	156812656	Ultra-conserved	1	1	1	1	1	1	1
chr7	20829788	20830040	Ultra-conserved	1	1	1	1	1	1	1
chr7	21003764	21004263	Ultra-conserved	1	1	1	1	1	1	1
chr7	21811492	21811722	Ultra-conserved	1	1	1	1	1	1	1
chr7	23561669	23561887	Ultra-conserved	1	1	0.0487984389250048	1	1	1	1
chr7	23561887	23562137	Ultra-conserved	1	1	1	1	1	1	1
chr7	26697077	26697334	Ultra-conserved	1	1	1	1	1	1	1
chr7	26729471	26729762	Ultra-conserved	1	1	1	1	1	1	1
chr7	27141937	27142142	Ultra-conserved	1	1	1	1	1	1	1
chr7	27183131	27183332	Ultra-conserved	1	1	1	1	1	1	1
chr7	31402397	31402640	Ultra-conserved	1	1	1	1	1	1	1
chr7	42192584	42192846	Ultra-conserved	1	1	1	1	1	1	1
chr7	50358154	50358466	Ultra-conserved	1	0.465296813467474	1	1	1	1	0.0649378001898454
chr7	54636655	54636876	Ultra-conserved	1	1	0.0943659504864528	1	1	1	1
chr7	69802974	69803260	Ultra-conserved	1	0.0777228009683904	1	1	1	1	1
chr7	69980779	69980989	Ultra-conserved	1	1	1	1	1	1	1
chr7	96633915	96634172	Ultra-conserved	1	1	1	1	1	1	1
chr7	96641300	96641649	Ultra-conserved	1	1	1	0.186210942105308	1	1	1
chr8	105962348	105962669	Ultra-conserved	1	1	1	1	1	1	0.0539492104069888
chr8	106333831	106334170	Ultra-conserved	1	1	1	1	1	1	0.0597496177978975
chr8	119123217	119123501	Ultra-conserved	0.065127944730191	1	1	1	1	1	1
chr8	25775920	25776147	Ultra-conserved	1	0.0364905103064191	1	1	1	1	1
chr8	37250468	37250735	Ultra-conserved	1	1	1	1	1	1	1
chr8	53137901	53138369	Ultra-conserved	0.112866458272774	1	1	1	1	1	1
chr8	53167116	53167474	Ultra-conserved	1	1	1	1	1	1	1
chr8	59942372	59942672	Ultra-conserved	1	0.31152961239728	1	1	1	1	1
chr8	65492538	65492744	Ultra-conserved	1	1	1	1	1	1	1
chr8	65497129	65497331	Ultra-conserved	1	1	1	1	1	1	1
chr8	66149296	66149561	Ultra-conserved	1	1	1	1	1	1	1
chr8	77690961	77691177	Ultra-conserved	1	1	1	1	1	1	1
chr9	108118470	108118687	Ultra-conserved	1	0.226621069536539	1	1	1	1	1
chr9	109378291	109378534	Ultra-conserved	0.0516993809840341	1	1	1	1	1	1
chr9	125053889	125054092	Ultra-conserved	1	1	1	1	1	1	1
chr9	125606827	125607078	Ultra-conserved	1	1	1	1	1	1	1
chr9	126537936	126538153	Ultra-conserved	1	1	1	1	1	1	1
chr9	128304068	128304346	Ultra-conserved	1	1	1	1	1	1	1
chr9	128304351	128304562	Ultra-conserved	1	1	1	1	1	1	1
chr9	128432587	128432800	Ultra-conserved	1	1	1	1	1	1	1
chr9	128517597	128517918	Ultra-conserved	1	1	1	1	1	1	1
chr9	128521870	128522197	Ultra-conserved	1	1	1	1	1	1	1
chr9	128584115	128584370	Ultra-conserved	1	1	1	1	1	1	1
chr9	128605811	128606243	Ultra-conserved	1	1	1	1	1	1	1
chr9	128607709	128607985	Ultra-conserved	1	1	1	1	1	1	1
chr9	128646164	128646401	Ultra-conserved	0.0512017774862237	0.247274694257163	1	1	1	1	1
chr9	128672558	128672894	Ultra-conserved	1	1	1	1	1	1	1
chr9	128678005	128678225	Ultra-conserved	1	1	1	1	1	1	1
chr9	135495524	135495762	Ultra-conserved	1	1	1	1	1	1	1
chr9	13939909	13940118	Ultra-conserved	1	1	1	1	1	1	1
chr9	140042489	140042696	Ultra-conserved	1	1	1	1	1	1	1
chr9	15874308	15874521	Ultra-conserved	1	1	1	1	1	1	1
chr9	16710752	16710983	Ultra-conserved	1	0.285315824900647	1	1	1	1	1
chr9	17332211	17332433	Ultra-conserved	1	1	1	1	1	1	1
chr9	23496724	23497003	Ultra-conserved	0.0654823455068455	1	1	0.197392234259184	1	1	1
chr9	23691767	23691999	Ultra-conserved	1	1	1	1	1	1	1
chr9	23692233	23692439	Ultra-conserved	1	0.311017877052058	1	1	1	1	1
chr9	37215203	37215467	Ultra-conserved	1	1	1	1	1	1	1
chr9	37324423	37324624	Ultra-conserved	1	1	1	0.0503591644429257	1	1	1
chr9	79627878	79628186	Ultra-conserved	1	1	1	0.0796597976769426	1	1	1
chr9	8095727	8095987	Ultra-conserved	1	1	1	1	1	1	1
chr9	81472423	81472654	Ultra-conserved	1	1	1	1	1	1	1
chr9	81871573	81871884	Ultra-conserved	1	1	1	1	1	1	1
chr9	83727721	83727976	Ultra-conserved	1	1	1	1	1	1	1
chr9	86590283	86590490	Ultra-conserved	1	1	1	1	1	1	1
chr9	86590491	86590758	Ultra-conserved	1	1	1	1	1	1	1
chr9	969153	969514	Ultra-conserved	1	1	0.119825104144385	1	1	1	1
chr9	974188	974410	Ultra-conserved	1	1	0.0755101972316898	1	1	1	1
chrX	103041490	103041699	Ultra-conserved	1	0.153273202985107	1	0.0588034035103567	1	1	1
chrX	122599456	122599708	Ultra-conserved	1	1	1	1	1	1	1
chrX	122613750	122614052	Ultra-conserved	1	1	1	1	1	1	1
chrX	123235271	123235473	Ultra-conserved	1	1	1	1	1	1	1
chrX	123235474	123235678	Ultra-conserved	1	1	1	1	1	1	1
chrX	139170487	139170782	Ultra-conserved	1	1	1	1	1	1	1
chrX	21534559	21534814	Ultra-conserved	1	1	1	1	1	1	1
chrX	24823510	24823785	Ultra-conserved	1	0.218891145833871	1	1	1	1	1
chrX	24864796	24865193	Ultra-conserved	1	1	0.0635568351956825	1	0.0179939493778603	1	1
chrX	24894825	24895604	Ultra-conserved	1	1	0.120852636257579	1	1	1	1
chrX	24915881	24916156	Ultra-conserved	1	0.218891145833871	1	1	1	1	1
chrX	24916157	24916927	Ultra-conserved	0.155908476386207	1	1	1	1	1	1
chrX	24917480	24917790	Ultra-conserved	1	0.243040293655187	1	1	1	1	1
chrX	24946457	24946806	Ultra-conserved	1	0.269063722517334	1	1	1	1	1
chrX	25008353	25009084	Ultra-conserved	1	1	1	1	1	1	1
chrX	25017562	25018051	Ultra-conserved	1	1	1	1	1	1	1
chrX	25018052	25018274	Ultra-conserved	1	1	1	1	1	1	1
chrX	25401215	25401556	Ultra-conserved	1	1	1	1	1	1	1
chrX	41208370	41208609	Ultra-conserved	1	1	1	1	1	1	1
chrX	41379305	41379507	Ultra-conserved	1	1	1	1	1	1	1
chrX	70373223	70373445	Ultra-conserved	1	1	1	1	0.0102981642486751	1	1
chrX	70468842	70469052	Ultra-conserved	1	1	1	1	1	1	1
chrX	70766054	70766451	Ultra-conserved	1	1	1	1	1	1	1
chrX	81789598	81789836	Ultra-conserved	1	1	1	1	1	1	1
