gene	len	ct	mu	sigma	region	p-value
GDA	1538	0	137.074539926433	0.0236069799037587	reg1612	0.00565505837156937
PRUNE2	9547	0	137.881092385052	0.0236069799037587	reg1618	0.00404157751571766
VPS13A	9690	1	137.881092385052	0.0236069799037587	reg1618	0.0490842748330858
MSANTD3-TMEFF1	1033	0	179.649831972726	0.0236069799037587	reg1641	0.0259063127026769
TMEFF1	1222	0	179.649831972726	0.0236069799037587	reg1641	0.0351815794924309
MRRF	909	0	107.535275807146	0.0236069799037587	reg1663	0.0133050547489898
ANGPTL2	1482	0	116.447360215925	0.0236069799037587	reg1667	0.0366169186975016
RPL12	498	0	108.339663632877	0.0236069799037587	reg1668	0.00452859920025833
SPTAN1	7467	0	150.789796620828	0.0236069799037587	reg1669	0.00100482253864353
GRIN1	3090	1	205.604313549937	0.0236069799037587	reg1678	0.00189498813516446
ASB9	1040	0	100.774871286301	0.0236069799037587	reg2891	0.0296479846419614
PCYT1B	1206	0	98.9430652911317	0.0236069799037587	reg2900	0.0299248681929351
MAGEB4	1041	0	137.840399868545	0.0236069799037587	reg2906	0.0413297116765734
CACNA1F	6109	0	108.677148306472	0.0236069799037587	reg2924	0.0252570030492406
AKAP4	2565	0	108.677148306472	0.0236069799037587	reg2924	0.0315931077785475
RIBC1	1179	0	129.4670686313	0.0236069799037587	reg2929	0.00392235796998017
CYLC1	1956	0	135.389967379008	0.0236069799037587	reg2958	0.00362638981162283
ATG4A	1197	0	106.483170085407	0.0236069799037587	reg2983	0.0375227332686118
SLC25A5	897	0	119.414454235754	0.0236069799037587	reg2994	0.0223207272183619
ZNF75D	1533	0	105.094583454004	0.0236069799037587	reg3010	0.0417078933003651
PRRG3	970	0	121.096537657616	0.0236069799037587	reg3026	0.00398954405717155
ATP2B3	3828	1	72.5987009351502	0.0236069799037587	reg3029	0.0328263169671029
IDH3G	1372	0	72.5987009351502	0.0236069799037587	reg3029	0.025728549597804
FUNDC2	570	1	110.77334667748	0.0236069799037587	reg3030	0.00950550073892839
