gene	len	ct	mu	sigma	region	p-value
SLC25A40	1017	0	140.058503302774	0.0236069799037587	reg1320	0.0482303632706864
COL1A2	4101	0	126.653414335517	0.0236069799037587	reg1327	0.0186145591594196
PEG10	978	0	126.653414335517	0.0236069799037587	reg1327	0.0477616326646504
C7orf76	387	0	172.010142311794	0.0236069799037587	reg1329	0.0181266892663109
ACN9	411	0	172.010142311794	0.0236069799037587	reg1329	0.0192397718238865
OCM2	330	0	210.056520298619	0.0236069799037587	reg1330	0.0141007050490382
NPTX2	1296	1	162.740620168134	0.0236069799037587	reg1331	0.04892363029183
FIS1	680	0	147.000402179364	0.0236069799037587	reg1334	0.0181745078845258
PAX4	1304	0	118.60313804307	0.0236069799037587	reg1360	0.0422421564152025
SMO	2364	0	164.516651236877	0.0236069799037587	reg1361	4.49304597607475e-11
CPA5	1311	0	123.175148457851	0.0236069799037587	reg1362	0.0446530267252065
CEP41	1214	0	123.175148457851	0.0236069799037587	reg1362	0.0414196877376075
KLRG2	1297	1	128.939835105865	0.0236069799037587	reg1371	0.046564679997455
MGAM	8262	1	126.260015751659	0.0236069799037587	reg1374	0.0406388490068858
RP11-1220K2.2	7566	2	126.260015751659	0.0236069799037587	reg1374	0.0346885034898387
TMUB1	741	0	175.795942402995	0.0236069799037587	reg1383	0.0354606425040522
WDR86	1449	0	147.432543655368	0.0236069799037587	reg1384	0.0444324282801341
DLGAP2	2978	1	282.966858053613	0.0236069799037587	reg1393	0.00965927306178883
NAT1	1059	0	111.05713127324	0.0236069799037587	reg1410	0.0425686843960776
PHYHIP	1014	0	114.809987949065	0.0236069799037587	reg1414	0.0355968819079009
AC037459.4	1195	0	114.809987949065	0.0236069799037587	reg1414	0.0418142644359114
EGR3	1217	0	114.809987949065	0.0236069799037587	reg1414	0.0425671879561276
STC1	744	0	124.234104338487	0.0236069799037587	reg1415	0.0347414023561614
HTRA4	1431	0	121.034834898061	0.0236069799037587	reg1430	0.0375238705582194
TCEA1	963	1	155.683079395429	0.0236069799037587	reg1446	0.0485845289469531
DNAJC5B	600	0	162.562827297868	0.0236069799037587	reg1458	0.0231776568767537
COPS5	1020	0	125.148203603346	0.0236069799037587	reg1459	0.0373032675193465
EBAG9	781	1	164.627190658146	0.0236069799037587	reg1502	0.0419560184961897
DSCC1	1182	0	137.444927672852	0.0236069799037587	reg1512	0.0493730750984047
PYCRL	861	0	213.709856041327	0.0236069799037587	reg1536	0.0340538987200896
SMARCA2	4892	1	133.519572413806	0.0236069799037587	reg1540	0.0159070855966556
CDC37L1	1029	0	141.577619057646	0.0236069799037587	reg1543	0.0352999382671033
IFNA14	570	0	138.540603270523	0.0236069799037587	reg1559	0.0270650316255324
EQTN	893	0	159.665729660911	0.0236069799037587	reg1565	0.0336084647712908
RECK	2916	0	148.073673397499	0.0236069799037587	reg1574	0.00412414597504189
PAX5	1264	0	148.073673397499	0.0236069799037587	reg1574	0.0395091965513989
GCNT1	1287	0	137.881092385052	0.0236069799037587	reg1618	0.0460675116994325
NTRK2	2584	0	135.89999360384	0.0236069799037587	reg1625	0.00467572775320234
PTCH1	4549	1	117.713962239294	0.0236069799037587	reg1636	6.32860112324385e-07
OR1K1	951	0	107.535275807146	0.0236069799037587	reg1663	0.0307510867697403
AL590708.2	696	1	108.339663632877	0.0236069799037587	reg1668	0.0176366538819692
CERCAM	1791	0	150.789796620828	0.0236069799037587	reg1669	0.0372566857491241
ZDHHC12	1039	0	150.789796620828	0.0236069799037587	reg1669	0.0217882749972295
PHYHD1	932	0	150.789796620828	0.0236069799037587	reg1669	0.0195668919785893
DBH	1855	0	175.002276924664	0.0236069799037587	reg1674	0.0472448613599442
C9orf169	555	0	205.604313549937	0.0236069799037587	reg1678	0.0200192583026065
GRPR	1155	0	108.141397172142	0.0236069799037587	reg2892	0.0482414247461399
FAM47C	3108	0	124.948724357118	0.0236069799037587	reg2912	0.0295929448611621
DDX3X	2166	0	101.164573164059	0.0236069799037587	reg2917	1.61772187442708e-28
PQBP1	856	0	108.677148306472	0.0236069799037587	reg2924	0.0328007636340827
MAGIX	1168	0	108.677148306472	0.0236069799037587	reg2924	0.0444825759151374
MAGEE1	2874	1	163.317498098191	0.0236069799037587	reg2951	0.0242287856886189
PCDH19	3447	0	114.200552410116	0.0236069799037587	reg2975	0.00183249817189958
RAB9B	606	0	119.844252396487	0.0236069799037587	reg2979	0.0318091546708298
DCAF12L2	1392	1	129.621321116994	0.0236069799037587	reg3000	0.0087865116789269
TMEM257	336	0	151.949350968223	0.0236069799037587	reg3020	0.0413419244062991
IDS	2881	0	126.96841372251	0.0236069799037587	reg3023	0.0245982955026551
CSAG1	292	0	122.335691996072	0.0236069799037587	reg3027	0.016502008846098
BCAP31	942	0	72.5987009351502	0.0236069799037587	reg3029	0.0235617073375334
FLNA	7944	2	72.5987009351502	0.0236069799037587	reg3029	0.0179143600701948
ATP6AP1	1413	0	72.5987009351502	0.0236069799037587	reg3029	0.0351302978067036
FUNDC2	570	1	110.77334667748	0.0236069799037587	reg3030	0.0258540313445266
RAB39B	642	1	110.77334667748	0.0236069799037587	reg3030	0.0290711419123563
