gene	len	ct	mu	sigma	region	fisher_real	fisher_sim
HINFP	1734	0	136.758173870389	0.0236069799037587	reg1933	0.998898092756134	1
ABCG4	2104	0	136.758173870389	0.0236069799037587	reg1933	0.99956789286493	1
NLRX1	3088	0	136.758173870389	0.0236069799037587	reg1933	0.974203352239342	1
PDZD3	1831	0	136.758173870389	0.0236069799037587	reg1933	0.996030499778595	1
CCDC153	633	0	136.758173870389	0.0236069799037587	reg1933	0.999978401638365	1
CBL	2721	0	136.758173870389	0.0236069799037587	reg1933	0.596726883017858	1
MCAM	2439	1	136.758173870389	0.0236069799037587	reg1933	0.996784014977464	1
RNF26	1302	0	136.758173870389	0.0236069799037587	reg1933	0.993096854667437	1
C1QTNF5	732	0	136.758173870389	0.0236069799037587	reg1933	0.999990992945652	1
USP2	2010	0	136.758173870389	0.0236069799037587	reg1933	1	1
THY1	586	0	136.758173870389	0.0236069799037587	reg1933	1	1
PVRL1	1984	3	136.758173870389	0.0236069799037587	reg1933	0.999495178762912	1
TRIM29	2118	0	136.758173870389	0.0236069799037587	reg1933	0.687640922389251	1
OAF	822	0	128.811742165866	0.0236069799037587	reg1934	0.999997785866886	1
POU2F3	1345	0	128.811742165866	0.0236069799037587	reg1934	1	1
TMEM136	804	0	128.811742165866	0.0236069799037587	reg1934	0.998448763443613	1
ARHGEF12	4635	0	128.811742165866	0.0236069799037587	reg1934	0.999027926997081	1
AP002348.1	123	0	128.811742165866	0.0236069799037587	reg1934	1	1
GRIK4	2871	0	128.811742165866	0.0236069799037587	reg1934	0.932067060183818	1
TBCEL	1290	0	128.811742165866	0.0236069799037587	reg1934	0.767718149655414	1
TECTA	6468	3	169.366249332195	0.0236069799037587	reg1935	0.944374353530201	1
SC5D	921	0	169.366249332195	0.0236069799037587	reg1935	1	1
SORL1	6893	0	169.366249332195	0.0236069799037587	reg1935	0.999999999733567	1
BLID	327	0	169.366249332195	0.0236069799037587	reg1935	0.962930728000959	1
UBASH3B	1950	1	160.844842549075	0.0236069799037587	reg1937	0.993043600260965	1
CRTAM	1237	0	160.844842549075	0.0236069799037587	reg1937	0.998172969894222	1
C11orf63	2397	0	160.844842549075	0.0236069799037587	reg1937	0.999953711843627	1
BSX	702	0	160.844842549075	0.0236069799037587	reg1937	0.999998260795189	1
HSPA8	1941	0	160.844842549075	0.0236069799037587	reg1937	0.996854036387277	1
CLMP	1122	0	160.844842549075	0.0236069799037587	reg1937	0.983126861985644	1
GRAMD1B	2418	0	160.844842549075	0.0236069799037587	reg1937	0.978673256263952	1
SCN3B	648	0	160.844842549075	0.0236069799037587	reg1937	0.92290914708066	1
ZNF202	1947	0	160.844842549075	0.0236069799037587	reg1937	0.999371046598819	1
OR6X1	939	0	160.844842549075	0.0236069799037587	reg1937	1	1
OR6M1	942	1	160.844842549075	0.0236069799037587	reg1937	0.998778336118891	1
TMEM225	678	0	160.844842549075	0.0236069799037587	reg1937	0.904537326965402	1
OR8D4	945	0	160.844842549075	0.0236069799037587	reg1937	0.998797121863294	1
OR4D5	957	0	160.844842549075	0.0236069799037587	reg1937	1	1
OR6T1	972	0	160.844842549075	0.0236069799037587	reg1937	0.714171049434066	1
OR10S1	996	2	160.844842549075	0.0236069799037587	reg1937	0.999675504216202	1
OR10G6	999	1	160.844842549075	0.0236069799037587	reg1937	0.0324113297913103	1
OR10G4	936	0	160.844842549075	0.0236069799037587	reg1937	0.514455296752818	1
OR10G9	936	1	160.844842549075	0.0236069799037587	reg1937	0.0427946837801232	1
OR10G8	936	0	160.844842549075	0.0236069799037587	reg1937	0.883736189531683	1
OR10G7	936	1	160.844842549075	0.0236069799037587	reg1937	0.634490534337931	1
VWA5A	2413	0	143.288851468544	0.0236069799037587	reg1938	0.650791979531925	1
OR10D3	939	0	143.288851468544	0.0236069799037587	reg1938	1	1
OR8G5	1041	1	143.288851468544	0.0236069799037587	reg1938	0.935571010894925	1
OR8D1	927	0	143.288851468544	0.0236069799037587	reg1938	0.956977055278374	1
OR8D2	936	0	143.288851468544	0.0236069799037587	reg1938	0.994468796568067	1
OR8B2	942	1	143.288851468544	0.0236069799037587	reg1938	0.642425873153585	1
OR8B3	942	0	143.288851468544	0.0236069799037587	reg1938	0.961084686950981	1
OR8B4	930	0	143.288851468544	0.0236069799037587	reg1938	0.997893570484761	1
OR8B8	936	0	143.288851468544	0.0236069799037587	reg1938	0.999661556120802	1
OR8B12	933	0	143.288851468544	0.0236069799037587	reg1938	0.766078520810435	1
OR8A1	981	0	143.288851468544	0.0236069799037587	reg1938	0.918672316698643	1
PANX3	1179	0	143.288851468544	0.0236069799037587	reg1938	0.998615512963911	1
TBRG1	1236	1	143.288851468544	0.0236069799037587	reg1938	0.999999973684824	1
SIAE	1572	0	143.288851468544	0.0236069799037587	reg1938	1	1
SPA17	456	0	143.288851468544	0.0236069799037587	reg1938	0.996221551238091	1
NRGN	237	1	143.288851468544	0.0236069799037587	reg1938	0.999224391832364	1
VSIG2	988	0	143.288851468544	0.0236069799037587	reg1938	0.963363944360916	1
ESAM	1279	0	143.288851468544	0.0236069799037587	reg1938	0.868587044864901	1
MSANTD2	1680	1	143.288851468544	0.0236069799037587	reg1938	0.999944818581517	1
ROBO3	4255	2	143.288851468544	0.0236069799037587	reg1938	0.884942818231295	1
ROBO4	3024	0	143.288851468544	0.0236069799037587	reg1938	0.983107729635311	1
HEPN1	267	0	143.288851468544	0.0236069799037587	reg1938	1	1
HEPACAM	1251	1	143.288851468544	0.0236069799037587	reg1938	0.888105400995272	1
CCDC15	2889	0	143.288851468544	0.0236069799037587	reg1938	0.948178669272226	1
SLC37A2	1534	0	143.288851468544	0.0236069799037587	reg1938	0.999853382251822	1
TMEM218	426	0	143.288851468544	0.0236069799037587	reg1938	0.999931769909151	1
PKNOX2	1419	0	151.736145176693	0.0236069799037587	reg1939	0.999869305268505	1
FEZ1	1291	0	151.736145176693	0.0236069799037587	reg1939	0.970601359201398	1
EI24	1151	0	151.736145176693	0.0236069799037587	reg1939	1	1
STT3A	2118	1	151.736145176693	0.0236069799037587	reg1939	0.998657173109826	1
CHEK1	1704	0	151.736145176693	0.0236069799037587	reg1939	0.956641245840644	1
ACRV1	798	0	151.736145176693	0.0236069799037587	reg1939	1	1
PATE1	381	0	151.736145176693	0.0236069799037587	reg1939	1	1
PATE2	342	0	151.736145176693	0.0236069799037587	reg1939	1	1
PATE3	297	0	151.736145176693	0.0236069799037587	reg1939	1	1
PATE4	297	0	151.736145176693	0.0236069799037587	reg1939	0.760463468219763	1
PUS3	1446	0	151.736145176693	0.0236069799037587	reg1939	1	1
HYLS1	900	0	151.736145176693	0.0236069799037587	reg1939	1	1
DDX25	1573	0	151.736145176693	0.0236069799037587	reg1939	0.997990883795137	1
CDON	3866	0	151.736145176693	0.0236069799037587	reg1939	0.875740121317008	1
RPUSD4	1135	0	154.86338737072	0.0236069799037587	reg1940	1	1
FAM118B	1057	0	154.86338737072	0.0236069799037587	reg1940	0.999999819089089	1
SRPR	1917	0	154.86338737072	0.0236069799037587	reg1940	0.999819228009235	1
FOXRED1	1504	0	154.86338737072	0.0236069799037587	reg1940	0.99631721105857	1
TIRAP	728	0	154.86338737072	0.0236069799037587	reg1940	0.995795728425612	1
DCPS	1014	0	154.86338737072	0.0236069799037587	reg1940	0.999999736328474	1
ST3GAL4	1033	0	154.86338737072	0.0236069799037587	reg1940	0.999773470683469	1
KIRREL3	2444	0	154.86338737072	0.0236069799037587	reg1940	0.965322239838677	1
ETS1	1544	0	132.82963339198	0.0236069799037587	reg1942	0.843071686586744	1
FLI1	1391	0	132.82963339198	0.0236069799037587	reg1942	0.939916054132741	1
KCNJ1	1176	1	132.82963339198	0.0236069799037587	reg1942	0.999999648858904	1
C11orf45	438	0	132.82963339198	0.0236069799037587	reg1942	1	1
KCNJ5	1260	1	132.82963339198	0.0236069799037587	reg1942	0.80929832534704	1
TP53AIP1	569	0	132.82963339198	0.0236069799037587	reg1942	1	1
ARHGAP32	6338	0	132.82963339198	0.0236069799037587	reg1942	0.999948914052026	1
BARX2	962	0	141.719530053943	0.0236069799037587	reg1943	0.999992888173163	1
TMEM45B	828	0	141.719530053943	0.0236069799037587	reg1943	0.896061025003517	1
NFRKB	4012	0	141.719530053943	0.0236069799037587	reg1943	0.999997744776379	1
PRDM10	3571	0	141.719530053943	0.0236069799037587	reg1943	0.996684177249808	1
APLP2	2507	1	141.719530053943	0.0236069799037587	reg1943	0.657822577550416	1
ST14	2568	0	139.254192067522	0.0236069799037587	reg1944	1	1
ZBTB44	1925	0	139.254192067522	0.0236069799037587	reg1944	0.981478093063323	1
ADAMTS8	2670	0	139.254192067522	0.0236069799037587	reg1944	0.999998173960835	1
ADAMTS15	2853	0	139.254192067522	0.0236069799037587	reg1944	0.989012737283962	1
C11orf44	369	0	139.254192067522	0.0236069799037587	reg1944	0.546198614423602	1
SNX19	3076	0	139.254192067522	0.0236069799037587	reg1944	0.997845023037711	1
NTM	1258	1	220.186795395399	0.0236069799037587	reg1945	0.988766720840938	1
OPCML	1126	0	222.795896744322	0.0236069799037587	reg1946	0.646833227755286	1
SPATA19	504	0	201.518924655958	0.0236069799037587	reg1947	0.935987819774901	1
IGSF9B	4620	2	201.518924655958	0.0236069799037587	reg1947	0.994848197845989	1
JAM3	1068	0	201.518924655958	0.0236069799037587	reg1947	0.999622646523777	1
NCAPD3	4641	0	201.518924655958	0.0236069799037587	reg1947	0.911140514860138	1
VPS26B	1011	1	201.518924655958	0.0236069799037587	reg1947	1	1
THYN1	678	0	201.518924655958	0.0236069799037587	reg1947	1	1
ACAD8	1486	0	201.518924655958	0.0236069799037587	reg1947	0.99999978548285	1
GLB1L3	2028	0	201.518924655958	0.0236069799037587	reg1947	0.999999996854187	1
GLB1L2	1951	0	201.518924655958	0.0236069799037587	reg1947	0.980413994967366	1
B3GAT1	1044	1	201.518924655958	0.0236069799037587	reg1947	0.439037101329594	1
AP003062.1	1251	1	201.518924655958	0.0236069799037587	reg1947	0.0247667957512939	1
IQSEC3	3624	2	118.937501476433	0.0236069799037587	reg1950	0.589525754439042	1
SLC6A12	1845	2	118.937501476433	0.0236069799037587	reg1950	0.982082770806594	1
SLC6A13	1901	0	118.937501476433	0.0236069799037587	reg1950	0.998893080584561	1
KDM5A	5253	1	118.937501476433	0.0236069799037587	reg1950	0.770996158602737	1
CCDC77	1467	0	118.937501476433	0.0236069799037587	reg1950	0.999185762039318	1
B4GALNT3	3198	1	118.937501476433	0.0236069799037587	reg1950	0.953491433819983	1
NINJ2	698	0	118.937501476433	0.0236069799037587	reg1950	0.996153012442936	1
WNK1	8965	0	118.937501476433	0.0236069799037587	reg1950	0.907263629018741	1
RAD52	1584	0	118.937501476433	0.0236069799037587	reg1950	1	1
ERC1	3435	1	118.937501476433	0.0236069799037587	reg1950	0.998076328227531	1
FBXL14	1257	0	118.937501476433	0.0236069799037587	reg1950	1	1
WNT5B	1080	1	118.937501476433	0.0236069799037587	reg1950	0.999999532611591	1
ADIPOR2	1161	0	118.937501476433	0.0236069799037587	reg1950	0.893322443732066	1
CACNA2D4	3644	0	118.937501476433	0.0236069799037587	reg1950	0.993991842752594	1
LRTM2	1113	1	118.937501476433	0.0236069799037587	reg1950	0.999999639051147	1
DCP1B	1894	0	171.684248625379	0.0236069799037587	reg1951	0.730369922437122	1
CACNA1C	7332	1	171.684248625379	0.0236069799037587	reg1951	0.83424151199646	1
FKBP4	1482	3	171.684248625379	0.0236069799037587	reg1951	0.999971395313726	1
ITFG2	1508	1	171.684248625379	0.0236069799037587	reg1951	0.999999988381215	1
NRIP2	846	0	171.684248625379	0.0236069799037587	reg1951	0.999997684857571	1
AC005841.1	939	0	171.684248625379	0.0236069799037587	reg1951	0.996991199515707	1
FOXM1	2409	0	171.684248625379	0.0236069799037587	reg1951	0.999861027310807	1
RHNO1	717	0	171.684248625379	0.0236069799037587	reg1951	1	1
TULP3	1609	0	144.695194903848	0.0236069799037587	reg1952	0.970619783786625	1
TEAD4	1338	0	144.695194903848	0.0236069799037587	reg1952	0.998275688110901	1
TSPAN9	888	0	144.695194903848	0.0236069799037587	reg1952	1	1
PRMT8	1233	0	144.695194903848	0.0236069799037587	reg1952	0.954343446356056	1
EFCAB4B	2384	0	144.695194903848	0.0236069799037587	reg1952	0.903047916902675	1
PARP11	1037	0	144.695194903848	0.0236069799037587	reg1952	0.999999777149744	1
CCND2	1064	1	162.631155861866	0.0236069799037587	reg1953	0.954565819451315	1
C12orf5	813	0	162.631155861866	0.0236069799037587	reg1953	0.999463761385707	1
FGF23	756	0	162.631155861866	0.0236069799037587	reg1953	0.999998720149809	1
FGF6	636	1	162.631155861866	0.0236069799037587	reg1953	0.943085753973933	1
C12orf4	1659	0	162.631155861866	0.0236069799037587	reg1953	0.999998559191123	1
RAD51AP1	1107	0	162.631155861866	0.0236069799037587	reg1953	0.99993513832225	1
DYRK4	1964	0	162.631155861866	0.0236069799037587	reg1953	0.925862100816006	1
AKAP3	2562	0	162.631155861866	0.0236069799037587	reg1953	0.999996729333363	1
NDUFA9	1422	0	162.631155861866	0.0236069799037587	reg1953	1	1
GALNT8	2106	0	162.631155861866	0.0236069799037587	reg1953	0.993001603062721	1
KCNA6	1590	1	162.631155861866	0.0236069799037587	reg1953	0.999999999471113	1
KCNA1	1488	1	133.908079925332	0.0236069799037587	reg1954	0.789079822303236	1
KCNA5	1842	2	133.908079925332	0.0236069799037587	reg1954	0.484979521834616	1
NTF3	813	0	133.908079925332	0.0236069799037587	reg1954	0.758670271262323	1
ANO2	3048	0	133.908079925332	0.0236069799037587	reg1954	0.191124435470583	1
VWF	8662	0	104.712481655235	0.0236069799037587	reg1955	0.944180812955233	1
CD9	756	0	104.712481655235	0.0236069799037587	reg1955	0.999990445179042	1
PLEKHG6	2609	0	104.712481655235	0.0236069799037587	reg1955	0.999999806652544	1
TNFRSF1A	1849	0	104.712481655235	0.0236069799037587	reg1955	0.999999996760804	1
SCNN1A	2277	0	104.712481655235	0.0236069799037587	reg1955	0.783906134189843	1
LTBR	1348	1	104.712481655235	0.0236069799037587	reg1955	0.997438574030032	1
CD27	783	0	104.712481655235	0.0236069799037587	reg1955	1	1
TAPBPL	1407	0	104.712481655235	0.0236069799037587	reg1955	1	1
VAMP1	393	0	104.712481655235	0.0236069799037587	reg1955	1	1
MRPL51	387	0	104.712481655235	0.0236069799037587	reg1955	0.953749446103075	1
NCAPD2	4206	0	104.712481655235	0.0236069799037587	reg1955	0.999946804332065	1
GAPDH	1019	1	104.712481655235	0.0236069799037587	reg1955	0.991442048926504	1
IFFO1	1692	0	104.712481655235	0.0236069799037587	reg1955	0.817647473724626	1
NOP2	2659	0	104.712481655235	0.0236069799037587	reg1955	0.999743153830065	1
CHD4	5823	0	104.712481655235	0.0236069799037587	reg1955	0.988153307742988	1
LPAR5	1119	1	104.712481655235	0.0236069799037587	reg1955	0.898082319718776	1
ACRBP	1648	0	104.712481655235	0.0236069799037587	reg1955	0.998287344102069	1
ING4	750	0	104.712481655235	0.0236069799037587	reg1955	0.999989955817983	1
ZNF384	1829	0	104.712481655235	0.0236069799037587	reg1955	1	1
PIANP	853	0	104.712481655235	0.0236069799037587	reg1955	0.441077786449825	1
COPS7A	943	0	104.712481655235	0.0236069799037587	reg1955	1	1
MLF2	779	0	104.712481655235	0.0236069799037587	reg1955	1	1
PTMS	386	0	104.712481655235	0.0236069799037587	reg1955	0.967219116736614	1
LAG3	1604	0	104.712481655235	0.0236069799037587	reg1955	0.998917915128271	1
CD4	1382	1	104.712481655235	0.0236069799037587	reg1955	0.999999918336226	1
GPR162	1896	0	104.712481655235	0.0236069799037587	reg1955	0.989851555535613	1
GNB3	1024	0	104.712481655235	0.0236069799037587	reg1955	1	1
CDCA3	923	0	104.712481655235	0.0236069799037587	reg1955	0.993380340883838	1
USP5	2577	1	104.712481655235	0.0236069799037587	reg1955	0.978154865101484	1
TPI1	861	0	104.712481655235	0.0236069799037587	reg1955	0.987508606082879	1
SPSB2	932	2	104.712481655235	0.0236069799037587	reg1955	1	1
LRRC23	1285	0	104.712481655235	0.0236069799037587	reg1955	0.997106667751718	1
ENO2	1305	0	104.712481655235	0.0236069799037587	reg1955	0.992526259962542	1
ATN1	3573	0	104.712481655235	0.0236069799037587	reg1955	0.984911440034451	1
C12orf57	464	0	104.712481655235	0.0236069799037587	reg1955	0.937012668675025	1
PTPN6	1997	1	104.712481655235	0.0236069799037587	reg1955	0.999791912709947	1
PHB2	1214	0	104.712481655235	0.0236069799037587	reg1955	0.999999725395633	1
EMG1	732	0	104.712481655235	0.0236069799037587	reg1955	1	1
LPCAT3	1464	0	104.712481655235	0.0236069799037587	reg1955	0.997973129465974	1
C1S	2067	2	104.712481655235	0.0236069799037587	reg1955	0.980476837283853	1
C1R	2009	0	104.712481655235	0.0236069799037587	reg1955	0.988726432956514	1
C1RL	1650	0	104.712481655235	0.0236069799037587	reg1955	0.999973888489703	1
RBP5	450	1	104.712481655235	0.0236069799037587	reg1955	1	1
CLSTN3	2984	0	104.712481655235	0.0236069799037587	reg1955	0.895055563325159	1
PEX5	2044	1	104.712481655235	0.0236069799037587	reg1955	0.980341068255006	1
ACSM4	1743	1	104.712481655235	0.0236069799037587	reg1955	0.997397912767913	1
CD163L1	4422	0	262.840454588133	0.0236069799037587	reg1957	0.760383721195244	1
CD163	3580	1	262.840454588133	0.0236069799037587	reg1957	0.992910660256881	1
APOBEC1	711	0	262.840454588133	0.0236069799037587	reg1957	0.998658262764343	1
GDF3	1095	0	262.840454588133	0.0236069799037587	reg1957	1	1
DPPA3	480	0	262.840454588133	0.0236069799037587	reg1957	0.992247132401208	1
CLEC4C	647	0	262.840454588133	0.0236069799037587	reg1957	1	1
NANOGNB	567	0	262.840454588133	0.0236069799037587	reg1957	0.998196084423536	1
NANOG	918	0	262.840454588133	0.0236069799037587	reg1957	1	1
SLC2A14	1715	0	262.840454588133	0.0236069799037587	reg1957	0.515729350107461	1
SLC2A3	1491	0	262.840454588133	0.0236069799037587	reg1957	0.613333568828835	1
FOXJ2	1769	0	262.840454588133	0.0236069799037587	reg1957	0.99861263734222	1
C3AR1	1449	0	262.840454588133	0.0236069799037587	reg1957	0.998926663553448	1
NECAP1	828	0	262.840454588133	0.0236069799037587	reg1957	0.999999209412925	1
CLEC4A	714	0	262.840454588133	0.0236069799037587	reg1957	0.942914939044551	1
ZNF705A	938	0	262.840454588133	0.0236069799037587	reg1957	0.999999725670286	1
FAM90A1	1395	1	262.840454588133	0.0236069799037587	reg1957	0.999801681399476	1
CLEC6A	630	0	262.840454588133	0.0236069799037587	reg1957	1	1
CLEC4D	648	1	262.840454588133	0.0236069799037587	reg1957	0.986007690116021	1
CLEC4E	719	0	262.840454588133	0.0236069799037587	reg1957	0.999997661807105	1
AICDA	601	0	262.840454588133	0.0236069799037587	reg1957	0.693258690404854	1
MFAP5	522	0	262.840454588133	0.0236069799037587	reg1957	1	1
RIMKLB	1344	0	262.840454588133	0.0236069799037587	reg1957	0.999999993206433	1
A2ML1	4505	1	174.548842410862	0.0236069799037587	reg1958	0.997028224019748	1
PHC1	3083	1	174.548842410862	0.0236069799037587	reg1958	0.981511626990439	1
M6PR	1039	0	174.548842410862	0.0236069799037587	reg1958	0.998000894381373	1
KLRG1	600	0	174.548842410862	0.0236069799037587	reg1958	0.994565720901973	1
A2M	4574	0	174.548842410862	0.0236069799037587	reg1958	0.959267198591857	1
PZP	4483	2	174.548842410862	0.0236069799037587	reg1958	0.997669126514776	1
KLRB1	678	0	174.548842410862	0.0236069799037587	reg1958	0.999991574755241	1
CLEC2D	780	0	174.548842410862	0.0236069799037587	reg1958	1	1
CLECL1	612	0	174.548842410862	0.0236069799037587	reg1958	0.981522163606305	1
CD69	604	0	174.548842410862	0.0236069799037587	reg1958	1	1
KLRF1	699	0	174.548842410862	0.0236069799037587	reg1958	1	1
CLEC2B	480	0	173.619176106796	0.0236069799037587	reg1959	1	1
KLRF2	624	0	173.619176106796	0.0236069799037587	reg1959	0.616793796520124	1
CLEC2A	598	0	173.619176106796	0.0236069799037587	reg1959	0.99724876897087	1
CLEC12A	829	0	173.619176106796	0.0236069799037587	reg1959	0.999999351391153	1
CLEC1B	715	0	173.619176106796	0.0236069799037587	reg1959	1	1
CLEC12B	850	0	173.619176106796	0.0236069799037587	reg1959	0.519364616719084	1
CLEC9A	726	0	173.619176106796	0.0236069799037587	reg1959	0.998435245623276	1
CLEC1A	843	0	173.619176106796	0.0236069799037587	reg1959	0.879737173820468	1
CLEC7A	985	0	173.619176106796	0.0236069799037587	reg1959	0.523322132784062	1
OLR1	822	0	173.619176106796	0.0236069799037587	reg1959	0.98411269691069	1
TMEM52B	552	0	173.619176106796	0.0236069799037587	reg1959	0.996592271923229	1
GABARAPL1	507	0	173.619176106796	0.0236069799037587	reg1959	1	1
KLRD1	582	0	173.619176106796	0.0236069799037587	reg1959	0.996828930582602	1
KLRK1	651	0	173.619176106796	0.0236069799037587	reg1959	1	1
KLRC4	477	1	173.619176106796	0.0236069799037587	reg1959	0.995079178974039	1
KLRC3	864	0	173.619176106796	0.0236069799037587	reg1959	1	1
KLRC2	791	0	173.619176106796	0.0236069799037587	reg1959	0.967295105545134	1
KLRC1	708	0	173.619176106796	0.0236069799037587	reg1959	0.999997788445071	1
EIF2S3L	1512	0	173.619176106796	0.0236069799037587	reg1959	0.910300888301397	1
MAGOHB	447	0	173.619176106796	0.0236069799037587	reg1959	1	1
STYK1	1297	0	173.619176106796	0.0236069799037587	reg1959	0.999999992122353	1
YBX3	1119	0	173.619176106796	0.0236069799037587	reg1959	0.997172081533948	1
TAS2R7	957	0	173.619176106796	0.0236069799037587	reg1959	1	1
TAS2R8	930	0	173.619176106796	0.0236069799037587	reg1959	0.998195901554503	1
TAS2R9	939	0	173.619176106796	0.0236069799037587	reg1959	0.783161358585162	1
TAS2R10	924	0	173.619176106796	0.0236069799037587	reg1959	0.856260097439139	1
PRR4	430	0	153.201092382187	0.0236069799037587	reg1960	1	1
PRH1	501	0	153.201092382187	0.0236069799037587	reg1960	1	1
TAS2R13	912	0	153.201092382187	0.0236069799037587	reg1960	1	1
PRH2	501	0	153.201092382187	0.0236069799037587	reg1960	1	1
TAS2R14	954	0	153.201092382187	0.0236069799037587	reg1960	1	1
TAS2R50	900	0	153.201092382187	0.0236069799037587	reg1960	0.99887361044649	1
TAS2R20	930	1	153.201092382187	0.0236069799037587	reg1960	0.999057435992194	1
TAS2R19	900	0	153.201092382187	0.0236069799037587	reg1960	0.0764372957036054	1
TAS2R31	930	0	153.201092382187	0.0236069799037587	reg1960	2.46630798316078e-05	1
TAS2R46	930	0	153.201092382187	0.0236069799037587	reg1960	1	1
TAS2R43	930	1	153.201092382187	0.0236069799037587	reg1960	0.668742190100558	1
TAS2R30	960	1	153.201092382187	0.0236069799037587	reg1960	0.139516683741319	1
TAS2R42	945	0	153.201092382187	0.0236069799037587	reg1960	0.999998622230122	1
PRB3	1057	0	153.201092382187	0.0236069799037587	reg1960	0.015948491266481	1
PRB4	744	1	153.201092382187	0.0236069799037587	reg1960	0.724652466623677	1
PRB1	697	0	153.201092382187	0.0236069799037587	reg1960	1	1
PRB2	1251	0	153.201092382187	0.0236069799037587	reg1960	0.00460731525511413	1
ETV6	1443	0	153.201092382187	0.0236069799037587	reg1960	0.545779873878862	1
BCL2L14	1319	1	120.958399295994	0.0236069799037587	reg1961	0.99558293065901	1
LRP6	4842	1	120.958399295994	0.0236069799037587	reg1961	0.999986666920257	1
MANSC1	1296	0	120.958399295994	0.0236069799037587	reg1961	0.943006300000333	1
LOH12CR2	162	0	120.958399295994	0.0236069799037587	reg1961	1	1
LOH12CR1	592	0	120.958399295994	0.0236069799037587	reg1961	1	1
DUSP16	1998	1	120.958399295994	0.0236069799037587	reg1961	0.999997862104048	1
CREBL2	363	0	120.958399295994	0.0236069799037587	reg1961	1	1
GPR19	1248	0	120.958399295994	0.0236069799037587	reg1961	0.999999884858144	1
CDKN1B	740	0	120.958399295994	0.0236069799037587	reg1961	0.996790801456845	1
APOLD1	843	1	120.958399295994	0.0236069799037587	reg1961	0.858991275810876	1
DDX47	1368	0	120.958399295994	0.0236069799037587	reg1961	1	1
GPRC5A	1113	0	124.503475146602	0.0236069799037587	reg1962	0.9382003551315	1
GPRC5D	1038	1	124.503475146602	0.0236069799037587	reg1962	1	1
HEBP1	578	0	124.503475146602	0.0236069799037587	reg1962	0.999950518584587	1
KIAA1467	1874	0	124.503475146602	0.0236069799037587	reg1962	0.999520846948874	1
GSG1	1294	1	124.503475146602	0.0236069799037587	reg1962	0.969542622594927	1
EMP1	679	0	124.503475146602	0.0236069799037587	reg1962	0.997029418978844	1
C12orf36	593	0	124.503475146602	0.0236069799037587	reg1962	1	1
GRIN2B	4455	0	124.503475146602	0.0236069799037587	reg1962	0.0654765819062505	1
ATF7IP	3904	0	134.091455332049	0.0236069799037587	reg1963	0.999852646439509	1
PLBD1	1662	0	134.091455332049	0.0236069799037587	reg1963	0.99993588689371	1
GUCY2C	3222	0	134.091455332049	0.0236069799037587	reg1963	0.918244843447749	1
HIST4H4	312	0	134.091455332049	0.0236069799037587	reg1963	1	1
H2AFJ	390	0	134.091455332049	0.0236069799037587	reg1963	0.88895280262205	1
WBP11	1926	0	134.091455332049	0.0236069799037587	reg1963	0.999646532345324	1
SMCO3	678	0	134.091455332049	0.0236069799037587	reg1963	0.997948161634749	1
C12orf60	738	0	134.091455332049	0.0236069799037587	reg1963	0.999993684921257	1
ART4	965	0	134.091455332049	0.0236069799037587	reg1963	0.619106086192403	1
MGP	436	0	110.890722133674	0.0236069799037587	reg1964	1	1
ERP27	852	1	110.890722133674	0.0236069799037587	reg1964	0.398807866061927	1
ARHGDIB	606	0	110.890722133674	0.0236069799037587	reg1964	0.77208864849228	1
PDE6H	252	0	110.890722133674	0.0236069799037587	reg1964	0.984299954075824	1
RERG	721	1	110.890722133674	0.0236069799037587	reg1964	0.999988947949098	1
PTPRO	3670	0	110.890722133674	0.0236069799037587	reg1964	0.955111312011705	1
EPS8	2469	1	110.890722133674	0.0236069799037587	reg1964	0.998734874409159	1
STRAP	1092	1	133.833419738523	0.0236069799037587	reg1965	1	1
DERA	1023	0	133.833419738523	0.0236069799037587	reg1965	1	1
SLC15A5	1740	0	133.833419738523	0.0236069799037587	reg1965	0.999760606384638	1
MGST1	511	0	133.833419738523	0.0236069799037587	reg1965	1	1
LMO3	642	0	133.833419738523	0.0236069799037587	reg1965	1	1
RERGL	670	0	161.405487894983	0.0236069799037587	reg1967	1	1
PIK3C2G	4465	0	161.405487894983	0.0236069799037587	reg1967	0.999345622344712	1
PLCZ1	2070	1	161.405487894983	0.0236069799037587	reg1967	0.999628242947636	1
CAPZA3	900	0	161.405487894983	0.0236069799037587	reg1967	0.994860685324526	1
PLEKHA5	3961	1	117.417571155706	0.0236069799037587	reg1968	0.961162142388391	1
AEBP2	1761	0	117.417571155706	0.0236069799037587	reg1968	0.999918850462982	1
PDE3A	3426	0	170.618716633288	0.0236069799037587	reg1970	0.949784088670188	1
SLCO1C1	2242	0	170.618716633288	0.0236069799037587	reg1970	0.999827244321248	1
SLCO1B3	2594	0	170.618716633288	0.0236069799037587	reg1970	0.959920478226347	1
SLCO1B7	2309	0	170.618716633288	0.0236069799037587	reg1970	0.99999502656995	1
SLCO1B1	2076	0	170.618716633288	0.0236069799037587	reg1970	0.956448519081679	1
SLCO1A2	2138	0	170.618716633288	0.0236069799037587	reg1970	0.998396709875323	1
IAPP	404	0	170.618716633288	0.0236069799037587	reg1970	0.999938905896348	1
PYROXD1	1503	0	170.618716633288	0.0236069799037587	reg1970	1	1
RECQL	1950	0	170.618716633288	0.0236069799037587	reg1970	0.999950703989779	1
