name	ct	len	pval	p.adj	den
ARG2	2	407	0.0793270736638574	1	0.00491400491400491
RP11-328M4.3	1	168	0.0793341333746229	1	0.00595238095238095
RMRPP3	2	322	0.0793572955662332	1	0.0062111801242236
N6AMT1	1	172	0.079392651081277	1	0.00581395348837209
CTD-3128G10.6	1	288	0.0794761237058905	1	0.00347222222222222
TSTD1	1	229	0.0795001649498239	1	0.00436681222707424
PIK3AP1	1	239	0.0796218469260713	1	0.00418410041841004
UBE2H	2	520	0.0796415067582765	1	0.00384615384615385
ACSL6	1	248	0.0798078882267377	1	0.00403225806451613
ATP2A1	1	322	0.0799016899881319	1	0.0031055900621118
RP11-22P6.3	1	322	0.0799016899881319	1	0.0031055900621118
UTP14A	1	203	0.0802262410417469	1	0.00492610837438424
RP11-466I1.1	1	119	0.0802640381868438	1	0.00840336134453781
RP11-613D13.5	3	426	0.0803945362080857	1	0.00704225352112676
CTC-241F20.4	1	306	0.0804317602072633	1	0.00326797385620915
DGKG	2	525	0.0804847519791314	1	0.00380952380952381
MAGEF1	2	416	0.0805219588432815	1	0.00480769230769231
NDUFS7	1	323	0.0805919178640995	1	0.00309597523219814
AC068610.5	1	177	0.0808063978234033	1	0.00564971751412429
MIR4799	1	160	0.0811371907377096	1	0.00625
C16orf45	1	289	0.0811737730575568	1	0.00346020761245675
CCDC103	1	218	0.0812189656950689	1	0.00458715596330275
FAM187A	1	218	0.0812189656950689	1	0.00458715596330275
CSMD3	1	68	0.0814829140995251	1	0.0147058823529412
TRPM4	2	583	0.0815320542775727	1	0.00343053173241852
RP11-181C3.1	4	522	0.0818171066265353	1	0.00766283524904215
ZCCHC7	3	553	0.0818373760729536	1	0.0054249547920434
SOX9	1	256	0.0819506431876598	1	0.00390625
RP11-789C2.1	2	229	0.0819673345645542	1	0.00873362445414847
AC013470.6	1	110	0.0820966475301892	1	0.00909090909090909
RP11-465B22.5	1	325	0.0821989334187876	1	0.00307692307692308
HS1BP3	1	303	0.0822098878123987	1	0.0033003300330033
FNDC4	1	217	0.0825656106029079	1	0.00460829493087558
NSUN4	2	506	0.0827174761831493	1	0.00395256916996047
CUEDC2	1	198	0.0828018548580891	1	0.00505050505050505
AC124861.1	1	257	0.0828794331698376	1	0.00389105058365759
RP11-81H3.2	2	253	0.0829627417537591	1	0.00790513833992095
RNASEH2A	1	163	0.0830276117860553	1	0.00613496932515337
TSFM	1	203	0.083113972724818	1	0.00492610837438424
GFPT2	2	510	0.0831264406049521	1	0.00392156862745098
MCCC2	2	675	0.0833028707760807	1	0.00296296296296296
HILPDA	2	400	0.0833119762899422	1	0.005
RP11-212P7.3	2	400	0.0833119762899422	1	0.005
RP11-155G14.6	2	400	0.0833119762899422	1	0.005
HBE1	1	164	0.0834272011229403	1	0.00609756097560976
AC104389.28	1	164	0.0834272011229403	1	0.00609756097560976
HBG2	1	164	0.0834272011229403	1	0.00609756097560976
E2F2	1	170	0.083522837176644	1	0.00588235294117647
FBLN7	1	226	0.0835231224613679	1	0.00442477876106195
GLIS2	2	748	0.0839365199821214	1	0.00267379679144385
CTD-2621I17.6	1	228	0.0840206860138355	1	0.0043859649122807
FRK	1	204	0.08419864780044	1	0.00490196078431373
MAP7D2	1	139	0.0842550905446942	1	0.00719424460431655
GPATCH1	1	251	0.0842746998038046	1	0.00398406374501992
MYO1D	1	208	0.0844048762326282	1	0.00480769230769231
KLK15	1	257	0.0844355085663421	1	0.00389105058365759
RP11-290F20.3	1	312	0.0844445590507161	1	0.00320512820512821
NCOA6	2	704	0.0847495196825925	1	0.00284090909090909
JAK3	2	633	0.0847678739485465	1	0.00315955766192733
RP11-624L4.1	1	171	0.0849428557461924	1	0.00584795321637427
PRR15L	1	263	0.0850571403846121	1	0.00380228136882129
ERBB2	2	575	0.0851890855965596	1	0.00347826086956522
SNRNP27	1	373	0.0855936624879123	1	0.00268096514745308
UBE2T	1	164	0.0857367498209888	1	0.00609756097560976
NOB1	1	256	0.0857889693402901	1	0.00390625
RN7SL519P	1	225	0.0858998140668421	1	0.00444444444444444
TMPRSS12	1	225	0.0858998140668421	1	0.00444444444444444
GALK2	3	507	0.085957767123533	1	0.00591715976331361
AL031666.2	2	597	0.0859578410097526	1	0.0033500837520938
GSN-AS1	1	251	0.0859659731574317	1	0.00398406374501992
TRNAU1AP	2	541	0.0861119866034776	1	0.00369685767097967
RPL21	3	435	0.0862426446248568	1	0.00689655172413793
KCNIP3	1	284	0.0864239279102295	1	0.00352112676056338
ZNF691	1	227	0.0864677099959716	1	0.00440528634361234
RP11-342M1.3	1	227	0.0864677099959716	1	0.00440528634361234
MORC1	1	101	0.0864733551768777	1	0.0099009900990099
NRM	1	294	0.0864967544544409	1	0.00340136054421769
C17orf62	1	385	0.0865071698737618	1	0.0025974025974026
MIR5093	1	330	0.0867425160212449	1	0.00303030303030303
RASSF9	1	154	0.0868144135066147	1	0.00649350649350649
RP11-111A22.1	1	234	0.0871690889455131	1	0.00427350427350427
NOSIP	3	1388	0.0872394143876862	1	0.00216138328530259
RP11-15D14.2	1	141	0.0873034445965202	1	0.00709219858156028
SSUH2	1	223	0.0876969313176753	1	0.00448430493273543
GIPC1	2	621	0.0877393140343261	1	0.00322061191626409
VEPH1	4	696	0.0877632610429722	1	0.00574712643678161
ABCA4	1	272	0.0878643392071602	1	0.00367647058823529
C1orf87	1	109	0.0878734536718582	1	0.00917431192660551
SGIP1	1	196	0.0880120914538542	1	0.00510204081632653
KLF8	1	258	0.0881419155379937	1	0.00387596899224806
MRPS35	1	200	0.0882555604715941	1	0.005
RP11-388C12.5	1	383	0.0882876630891476	1	0.00261096605744125
LSM5	5	949	0.0885038516975775	1	0.00526870389884088
GNA14	1	161	0.0886534300259261	1	0.0062111801242236
RP4-758J18.2	1	291	0.088758461708705	1	0.00343642611683849
CCNL2	1	291	0.088758461708705	1	0.00343642611683849
CLPP	2	416	0.0887753036758302	1	0.00480769230769231
CTB-180A7.3	2	416	0.0887753036758302	1	0.00480769230769231
CCDC169	1	124	0.089075805920665	1	0.00806451612903226
SOHLH2	1	124	0.089075805920665	1	0.00806451612903226
SETD8	3	1068	0.0891037288935306	1	0.00280898876404494
AB019440.1	1	112	0.0891127698404749	1	0.00892857142857143
AB019440.50	1	112	0.0891127698404749	1	0.00892857142857143
ABCF3	2	350	0.0891439223392019	1	0.00571428571428571
GS1-24F4.2	1	205	0.089146732396665	1	0.0048780487804878
MPV17L	1	332	0.0892272970297439	1	0.00301204819277108
RP11-1021N1.1	1	332	0.0892272970297439	1	0.00301204819277108
RP4-733B9.1	1	228	0.0892340459341616	1	0.0043859649122807
AP000695.6	1	210	0.0892819183182039	1	0.00476190476190476
SEPP1	2	343	0.0896538780600893	1	0.00583090379008746
LINC00284	1	230	0.0900739102588104	1	0.00434782608695652
SLC25A14	1	266	0.0903849306471012	1	0.0037593984962406
NDUFS6	3	728	0.090423360338454	1	0.00412087912087912
ZNF776	1	163	0.0904761713989266	1	0.00613496932515337
TMEM187	3	1265	0.0904810526823702	1	0.00237154150197628
TMEM55A	2	400	0.090524498193793	1	0.005
CHM	1	176	0.0905305226166304	1	0.00568181818181818
CTD-2187J20.1	1	140	0.0905482888131184	1	0.00714285714285714
AC073072.5	1	222	0.0905546771806229	1	0.0045045045045045
RCOR1	2	678	0.090660926299319	1	0.00294985250737463
RP11-160C18.4	1	214	0.0906843714033615	1	0.00467289719626168
SLC9A7P1	2	389	0.0907349788983167	1	0.0051413881748072
MRO	2	364	0.0909328026583234	1	0.00549450549450549
GLTSCR2	1	287	0.0910640867965842	1	0.00348432055749129
LDB1	3	1012	0.0912231119922997	1	0.00296442687747036
ZKSCAN4	1	131	0.0912554784960997	1	0.00763358778625954
CNNM4	2	712	0.0914913356247968	1	0.00280898876404494
KIAA0195	1	405	0.0914997878998149	1	0.00246913580246914
KIAA0141	2	407	0.0916401271686846	1	0.00491400491400491
RPL27A	4	820	0.0916661739321576	1	0.0048780487804878
ANKRD33B-AS1	1	218	0.091795631945382	1	0.00458715596330275
LINC01010	1	245	0.0919487824816048	1	0.00408163265306122
TOMM40L	1	293	0.0920272605122061	1	0.00341296928327645
PLB1	2	538	0.0921352853921861	1	0.00371747211895911
MNAT1	1	134	0.0921532542395931	1	0.00746268656716418
PLA2G12AP1	1	222	0.0923309130354686	1	0.0045045045045045
METTL7B	1	463	0.0924121731935502	1	0.00215982721382289
AC129929.5	1	266	0.09267976008033	1	0.0037593984962406
GJB6	1	149	0.0927181325778913	1	0.00671140939597315
PIP5KL1	2	792	0.092841693897622	1	0.00252525252525253
ENOX2	2	441	0.0930447615883854	1	0.00453514739229025
FBXO46	2	640	0.0930585413156892	1	0.003125
MIR4510	1	150	0.093222957972922	1	0.00666666666666667
AC011239.1	1	133	0.0933077688808307	1	0.0075187969924812
PARD3	5	1379	0.0936888475540085	1	0.00362581580855693
LHB	1	339	0.0938547665531725	1	0.00294985250737463
KALRN	3	821	0.0940081160350654	1	0.00365408038976857
TMEM232	3	423	0.0942995117551569	1	0.00709219858156028
BRINP1	2	241	0.0944582538204493	1	0.00829875518672199
SLIT2	2	279	0.0945241662788603	1	0.00716845878136201
HCG20	1	308	0.094684664377598	1	0.00324675324675325
MAT1A	2	379	0.0948133907470843	1	0.00527704485488127
CSTF2T	3	350	0.0948270134363066	1	0.00857142857142857
THUMPD3	1	280	0.0948979466624691	1	0.00357142857142857
CTC-548K16.1	1	293	0.0950506994409652	1	0.00341296928327645
RP11-473M20.7	2	577	0.0950557040432293	1	0.00346620450606586
AC096921.2	1	201	0.0950994771203155	1	0.00497512437810945
COPA	2	341	0.0952539294032275	1	0.00586510263929619
NR2F1	3	609	0.0952749375920551	1	0.00492610837438424
MIR181A2HG	1	268	0.0953149970308537	1	0.00373134328358209
GPR89B	1	295	0.09551409837835	1	0.00338983050847458
IQGAP1	2	708	0.0955308195637145	1	0.00282485875706215
FTX	2	504	0.0955836338906694	1	0.00396825396825397
KB-1205A7.2	1	200	0.0958076125132283	1	0.005
FOXJ1	1	248	0.0958112762810301	1	0.00403225806451613
HNRNPA1P18	1	131	0.0958114643669404	1	0.00763358778625954
UBE2J2	1	508	0.0959565270363796	1	0.00196850393700787
CSF1	1	249	0.0959818669123447	1	0.00401606425702811
GDPD1	2	474	0.0960145305813069	1	0.00421940928270042
RP5-1066H13.4	1	212	0.0960918218474149	1	0.00471698113207547
RP11-644F5.10	1	334	0.0963010513820701	1	0.0029940119760479
BLOC1S1	1	334	0.0963010513820701	1	0.0029940119760479
SCN3A	1	158	0.0963907896346921	1	0.00632911392405063
THOC5	1	369	0.0964154122796705	1	0.002710027100271
ZNF598	1	319	0.0964297488530637	1	0.00313479623824451
NPW	1	319	0.0964297488530637	1	0.00313479623824451
AP000330.8	1	185	0.0964911630257572	1	0.00540540540540541
RP11-408H1.3	1	106	0.0966597333146041	1	0.00943396226415094
HIST1H4H	1	233	0.0967864039244624	1	0.00429184549356223
KMO	1	172	0.0969143389095772	1	0.00581395348837209
SERPINB9	1	157	0.0969379798697514	1	0.00636942675159236
PRKCB	1	237	0.0970426295025359	1	0.00421940928270042
MIR153-1	2	491	0.0971143342582648	1	0.00407331975560081
GPR146	1	337	0.097180788567794	1	0.0029673590504451
FLJ14816	1	218	0.0972388400087931	1	0.00458715596330275
CD74	1	258	0.0973280177271623	1	0.00387596899224806
PROKR1	2	292	0.0973611858171303	1	0.00684931506849315
FBXO27	2	838	0.0974403740079905	1	0.00238663484486874
AC063976.3	1	249	0.0976160998949236	1	0.00401606425702811
PPIEL	1	239	0.0976563020048276	1	0.00418410041841004
EHMT1	1	449	0.0977458399379287	1	0.0022271714922049
RP11-2G1.2	1	120	0.0977911421689518	1	0.00833333333333333
USP19	1	313	0.0978929075632302	1	0.00319488817891374
C8orf46	1	201	0.0979907814087464	1	0.00497512437810945
AC006014.7	1	297	0.0979969429904863	1	0.00336700336700337
RAB39B	1	225	0.0980301887224084	1	0.00444444444444444
DTWD1	2	238	0.0980384058113727	1	0.00840336134453781
FAM227B	2	238	0.0980384058113727	1	0.00840336134453781
CCDC124	1	373	0.0980783036554075	1	0.00268096514745308
GAS1	2	251	0.0982574134692159	1	0.00796812749003984
ARHGAP9	1	261	0.0982830460765725	1	0.00383141762452107
MED12	1	339	0.0983086061062808	1	0.00294985250737463
RP3-470L22.1	1	217	0.0983339262102048	1	0.00460829493087558
PIGY	1	154	0.098410377284062	1	0.00649350649350649
LSAMP	1	113	0.0986754967217934	1	0.00884955752212389
RP11-384F7.2	1	113	0.0986754967217934	1	0.00884955752212389
PAPLN	1	240	0.0989341218884816	1	0.00416666666666667
ZNF879	2	329	0.0989752875200338	1	0.0060790273556231
KIAA0907	1	233	0.0990907142233062	1	0.00429184549356223
DUSP5P1	1	263	0.0992493307917208	1	0.00380228136882129
PLA2G16	1	225	0.0993161439061681	1	0.00444444444444444
RNU6-1059P	1	189	0.0995736844602038	1	0.00529100529100529
CDX2	1	256	0.0996242671315533	1	0.00390625
TBC1D24	1	564	0.0997274795254132	1	0.00177304964539007
PSMB6	1	392	0.0998888899678849	1	0.00255102040816327
NDUFAB1	2	492	0.0999334129046798	1	0.0040650406504065
TSPYL5	1	128	0.10005021458453	1	0.0078125
AURKAIP1	1	387	0.100116219874727	1	0.00258397932816537
TJP3	2	841	0.100173155233955	1	0.00237812128418549
EHMT2	1	448	0.100229627628934	1	0.00223214285714286
HECTD3	2	487	0.100419750731172	1	0.00410677618069815
TSR2	1	297	0.100779750079146	1	0.00336700336700337
COPS7A	1	331	0.100793237705167	1	0.00302114803625378
RP11-343H19.1	2	419	0.100863439109345	1	0.00477326968973747
RP11-139B1.1	1	291	0.100871186530221	1	0.00343642611683849
RGN	2	570	0.100894506329452	1	0.00350877192982456
WBSCR27	1	314	0.100917597462665	1	0.00318471337579618
BCL11B	1	135	0.100929246769052	1	0.00740740740740741
RP13-619I2.2	1	139	0.101222695934524	1	0.00719424460431655
ICT1	1	397	0.101280682592263	1	0.00251889168765743
NFATC4	3	1156	0.101355292987365	1	0.00259515570934256
YEATS2	2	602	0.101370085483344	1	0.00332225913621262
TMEM128	1	210	0.101502008533243	1	0.00476190476190476
C19orf77	1	372	0.101503904063143	1	0.00268817204301075
SSSCA1	1	308	0.101590174447129	1	0.00324675324675325
SSSCA1-AS1	1	308	0.101590174447129	1	0.00324675324675325
AC067945.4	3	637	0.101744360361075	1	0.00470957613814757
LZTFL1	2	394	0.101768393887184	1	0.0050761421319797
RP11-608O21.1	3	349	0.101806390003942	1	0.00859598853868195
LA16c-325D7.2	1	375	0.101904409646153	1	0.00266666666666667
RP11-115J23.1	1	170	0.102045006410677	1	0.00588235294117647
NANOS3	1	358	0.102055659580196	1	0.00279329608938547
PHF23	1	533	0.102284412112442	1	0.00187617260787992
RP5-1063M23.1	2	417	0.102480575888104	1	0.00479616306954436
SELK	2	346	0.10257545630201	1	0.00578034682080925
DPF2	1	351	0.102895529620401	1	0.00284900284900285
RBM12B-AS1	2	240	0.103019825362632	1	0.00833333333333333
OXT	2	558	0.103075397878913	1	0.003584229390681
RIN2	1	185	0.103103051964707	1	0.00540540540540541
GMIP	1	297	0.103137071255379	1	0.00336700336700337
GABRQ	1	282	0.103175881560182	1	0.00354609929078014
RP11-266L9.5	2	339	0.103244847712522	1	0.00589970501474926
RP11-259O2.1	1	344	0.10333110204077	1	0.00290697674418605
GRID1	2	576	0.10333496704783	1	0.00347222222222222
DHTKD1	2	463	0.103340557166844	1	0.00431965442764579
ZNF195	1	382	0.103350278834026	1	0.00261780104712042
RP11-196G11.1	2	446	0.103369172718407	1	0.00448430493273543
PLA2G4A	1	217	0.10341737580219	1	0.00460829493087558
AC009237.8	2	497	0.103420115182854	1	0.00402414486921529
RP11-440D17.3	2	497	0.103420115182854	1	0.00402414486921529
MIR4258	2	509	0.103454741196381	1	0.00392927308447937
METTL16	2	413	0.103873980939956	1	0.00484261501210654
SSPO	1	336	0.103879262231293	1	0.00297619047619048
AP3M1	2	527	0.10390548571667	1	0.00379506641366224
RP11-586D19.1	1	248	0.103974142586656	1	0.00403225806451613
JAKMIP1	1	248	0.103974142586656	1	0.00403225806451613
SIGLEC6	1	116	0.10420230170408	1	0.00862068965517241
CRYZ	2	280	0.104354351072266	1	0.00714285714285714
TYW3	2	280	0.104354351072266	1	0.00714285714285714
VSTM5	3	569	0.10463164308077	1	0.00527240773286467
CHODL	3	295	0.10463390159614	1	0.0101694915254237
ELAVL2	1	92	0.104727483430346	1	0.0108695652173913
RP11-46C24.7	1	327	0.104752225171872	1	0.00305810397553517
FAM168B	2	537	0.105061919465638	1	0.0037243947858473
CALB1	2	247	0.105140531105271	1	0.00809716599190283
RP11-346D14.1	1	160	0.105448881702207	1	0.00625
GAS7	1	264	0.105674551147976	1	0.00378787878787879
FN3K	1	426	0.10571832680946	1	0.00234741784037559
CCDC174	2	342	0.105779308823654	1	0.00584795321637427
MARS	1	274	0.105823501221849	1	0.00364963503649635
RP3-412A9.16	1	304	0.105849076687334	1	0.00328947368421053
PRRC2A	2	801	0.105932815805115	1	0.00249687890137328
SLC35B1	2	455	0.106042920365916	1	0.0043956043956044
MST4	3	820	0.10632974176305	1	0.00365853658536585
GBF1	1	321	0.106370270062453	1	0.00311526479750779
MFN2	2	617	0.10638652273913	1	0.00324149108589951
RP11-1334A24.6	1	540	0.106425966208043	1	0.00185185185185185
DDX25	1	175	0.106530133248077	1	0.00571428571428571
PUS3	1	175	0.106530133248077	1	0.00571428571428571
XKR6	4	1149	0.10654695835076	1	0.00348128807658834
RP11-1060J15.4	1	242	0.10655201601282	1	0.00413223140495868
CIRBP-AS1	1	398	0.106556647301635	1	0.00251256281407035
SH3GL2	4	562	0.106841320851248	1	0.00711743772241993
SCAMP3	1	295	0.107004087822244	1	0.00338983050847458
C11orf49	1	313	0.107339222722737	1	0.00319488817891374
MARCH1	1	143	0.107363153894917	1	0.00699300699300699
RTN2	1	381	0.10747845940865	1	0.0026246719160105
RP11-296L22.7	1	240	0.1074971583498	1	0.00416666666666667
ZNF114	1	358	0.107658025615821	1	0.00279329608938547
RPL30P11	2	397	0.107692939291466	1	0.00503778337531486
AC068138.1	1	239	0.107948993264505	1	0.00418410041841004
ZFAND6	3	797	0.108074220638189	1	0.00376411543287327
SSR3	2	356	0.108109525708369	1	0.00561797752808989
ASCL5	1	331	0.108188780763706	1	0.00302114803625378
FUT1	1	340	0.10831152057033	1	0.00294117647058824
MT1F	1	273	0.108424902499309	1	0.00366300366300366
GSDMB	1	330	0.108436406115836	1	0.00303030303030303
XXbac-BPG170G13.32	2	330	0.108551075749378	1	0.00606060606060606
HIC1	1	374	0.108727080185588	1	0.00267379679144385
FCRL4	1	186	0.108738342951072	1	0.00537634408602151
RP11-6N13.1	3	358	0.108749065342642	1	0.00837988826815642
UBE3D	2	344	0.108862826213382	1	0.00581395348837209
OSGEPL1	2	264	0.109109647239305	1	0.00757575757575758
OSGEPL1-AS1	2	264	0.109109647239305	1	0.00757575757575758
FAM189A2	2	445	0.109293988720227	1	0.00449438202247191
AC007182.6	1	183	0.109383452566243	1	0.00546448087431694
RP11-368P15.1	1	209	0.109401178551431	1	0.00478468899521531
BEX2	1	291	0.109406414285031	1	0.00343642611683849
TNFSF13B	1	125	0.109527750343823	1	0.008
TUSC2	1	285	0.10962057543377	1	0.00350877192982456
AC005481.5	2	417	0.109635210595775	1	0.00479616306954436
STK32A	1	138	0.109712923253929	1	0.0072463768115942
CTC-255N20.1	1	138	0.109712923253929	1	0.0072463768115942
ABCA12	1	233	0.109897512818807	1	0.00429184549356223
SYN1	1	269	0.109913596125846	1	0.00371747211895911
CPT1C	1	435	0.110109465722475	1	0.00229885057471264
LSMEM1	1	257	0.110220494441229	1	0.00389105058365759
RP11-679C8.2	3	480	0.110324474251232	1	0.00625
MAD2L1	3	480	0.110324474251232	1	0.00625
RP11-345P4.9	1	554	0.110411850444182	1	0.00180505415162455
RP11-772E11.1	1	115	0.110473821568956	1	0.00869565217391304
LINC00879	1	128	0.110568496896619	1	0.0078125
VWA1	1	520	0.110583636767934	1	0.00192307692307692
DLGAP1-AS2	1	304	0.110612702377938	1	0.00328947368421053
HEXIM1	2	549	0.110842810672722	1	0.00364298724954463
BCORL1	1	287	0.110868372553133	1	0.00348432055749129
KDM5B	1	284	0.110986192041294	1	0.00352112676056338
HSPA6	1	230	0.111050299096082	1	0.00434782608695652
SLC45A1	1	292	0.111108525136297	1	0.00342465753424658
B3GNT3	1	323	0.111114815750745	1	0.00309597523219814
TMEM134	2	1062	0.111123022372409	1	0.00188323917137476
ZNF350	1	165	0.111145038388379	1	0.00606060606060606
DIRC3	2	428	0.111363445026221	1	0.00467289719626168
ARHGEF39	1	317	0.111410527727762	1	0.00315457413249211
RNF157-AS1	1	292	0.111466556525635	1	0.00342465753424658
ELMOD2	3	517	0.11156008166502	1	0.00580270793036751
RP11-474I16.8	1	249	0.111613520172536	1	0.00401606425702811
GLIPR1	1	147	0.111863978300468	1	0.00680272108843537
RNU5D-1	1	385	0.112077990680624	1	0.0025974025974026
PGP	1	512	0.112153523468327	1	0.001953125
RASIP1	2	845	0.112193153505874	1	0.00236686390532544
POM121C	1	324	0.112413012073365	1	0.00308641975308642
ZNF815P	1	301	0.112463320916347	1	0.00332225913621262
COX19	1	370	0.112546482232463	1	0.0027027027027027
CFDP1	4	1123	0.112618277011344	1	0.00356188780053428
CHIC1	1	212	0.112676674136164	1	0.00471698113207547
MAP2K4P1	1	212	0.112676674136164	1	0.00471698113207547
AC073283.4	1	306	0.112863159504587	1	0.00326797385620915
RP11-867G2.8	1	266	0.113507506988037	1	0.0037593984962406
LINC00491	1	203	0.113677764940248	1	0.00492610837438424
BTBD2	1	789	0.114210741850267	1	0.00126742712294043
HCP5	2	684	0.11421240150558	1	0.00292397660818713
PCAT6	1	283	0.114442891164709	1	0.00353356890459364
RP11-480I12.10	1	283	0.114442891164709	1	0.00353356890459364
CTD-3049M7.1	1	218	0.114496404153996	1	0.00458715596330275
ERCC3	2	455	0.114557017512816	1	0.0043956043956044
SNORD48	1	411	0.114615096349719	1	0.0024330900243309
C6orf48	1	411	0.114615096349719	1	0.0024330900243309
SBNO2	1	484	0.114643365452671	1	0.00206611570247934
NUP93	2	481	0.114719066260583	1	0.00415800415800416
COLCA1	2	466	0.114843535497064	1	0.00429184549356223
RPL34P18	1	189	0.114846606260773	1	0.00529100529100529
DAW1	2	295	0.115039489271622	1	0.00677966101694915
ADORA2A-AS1	1	410	0.115057073034575	1	0.0024390243902439
MICA	1	291	0.115083282743621	1	0.00343642611683849
RP11-480I12.7	2	439	0.115109222859028	1	0.00455580865603645
RP11-480I12.5	2	439	0.115109222859028	1	0.00455580865603645
BAZ1B	2	732	0.115421573358713	1	0.00273224043715847
PHOSPHO1	1	336	0.1154610266904	1	0.00297619047619048
ESRRA	3	1223	0.115934270400435	1	0.00245298446443173
TTC18	1	159	0.116097994665334	1	0.00628930817610063
SMARCA1	3	837	0.11612644736268	1	0.003584229390681
CBR3	1	260	0.116127067295223	1	0.00384615384615385
MKL2	2	584	0.116176709546682	1	0.00342465753424658
C2	1	480	0.116180520221173	1	0.00208333333333333
RP11-510M2.1	1	229	0.116215607934266	1	0.00436681222707424
RP11-115J16.1	1	207	0.116447354610304	1	0.00483091787439614
SCGN	1	203	0.116457638562541	1	0.00492610837438424
AXDND1	2	369	0.116590485575146	1	0.00542005420054201
XXbac-BPG154L12.4	1	294	0.116758789738725	1	0.00340136054421769
CHCHD6	2	451	0.116778914043165	1	0.00443458980044346
ID2	7	1841	0.117051090528338	1	0.00380228136882129
CALB2	1	214	0.117166510227433	1	0.00467289719626168
NUDT1	1	344	0.117345241598152	1	0.00290697674418605
FTSJ2	1	344	0.117345241598152	1	0.00290697674418605
RP1-151F17.2	1	203	0.117375510753226	1	0.00492610837438424
RP11-103G8.2	1	263	0.117446104739595	1	0.00380228136882129
FAM194A	1	263	0.117446104739595	1	0.00380228136882129
DNAJC25	2	465	0.117472319280489	1	0.0043010752688172
LRRC37A5P	2	465	0.117472319280489	1	0.0043010752688172
NCSTN	2	390	0.117546054649624	1	0.00512820512820513
TRIML2	1	164	0.117633966694022	1	0.00609756097560976
ATF6	1	255	0.117667107084995	1	0.00392156862745098
CTC-209H22.3	2	455	0.117754421565462	1	0.0043956043956044
BNIP1	2	455	0.117754421565462	1	0.0043956043956044
PRPS1	1	254	0.117764113665495	1	0.00393700787401575
AC113189.5	1	300	0.117808529786134	1	0.00333333333333333
SMTNL2	1	322	0.117838442909808	1	0.0031055900621118
SLC25A23	3	800	0.117951231533389	1	0.00375
CCDC138	2	447	0.117972650297985	1	0.00447427293064877
HCFC1	3	1507	0.118204742032481	1	0.0019907100199071
TMLHE	1	257	0.118225466223849	1	0.00389105058365759
FAM222A-AS1	1	439	0.118522406306597	1	0.00227790432801822
ASB13	1	307	0.118577840986917	1	0.00325732899022801
RP11-697E22.2	1	296	0.118647187132582	1	0.00337837837837838
DDX52	1	296	0.118647187132582	1	0.00337837837837838
KIAA2022	1	206	0.118825602412905	1	0.00485436893203883
RP11-156P1.3	2	635	0.118949682079841	1	0.0031496062992126
STK11IP	2	450	0.119081198167166	1	0.00444444444444444
RP11-278L15.2	1	271	0.11932046329873	1	0.003690036900369
ANKUB1	1	250	0.119397510006602	1	0.004
UROD	2	561	0.119489984090779	1	0.0035650623885918
ITPR1-AS1	1	358	0.11965376645805	1	0.00279329608938547
PCGF6	2	547	0.119853400499127	1	0.0036563071297989
CCNB1IP1	1	187	0.119863568364611	1	0.0053475935828877
TCN2	1	508	0.119912508080261	1	0.00196850393700787
MIR548AL	2	468	0.119952547251228	1	0.00427350427350427
SLC25A45	2	1048	0.120033372987684	1	0.00190839694656489
SALL4	3	681	0.120198164090311	1	0.00440528634361234
CCR3	1	337	0.120230327382863	1	0.0029673590504451
NARS	1	256	0.120281897787725	1	0.00390625
DHX34	1	317	0.120324116968981	1	0.00315457413249211
EIF1AD	1	429	0.120546978446707	1	0.00233100233100233
BANF1	1	429	0.120546978446707	1	0.00233100233100233
GPNMB	2	392	0.120584437821205	1	0.00510204081632653
AC016543.1	1	232	0.120630786412031	1	0.00431034482758621
CCAR1	2	499	0.120720489687081	1	0.00400801603206413
RP11-62F24.2	1	176	0.120750963173243	1	0.00568181818181818
BNC2	1	176	0.120750963173243	1	0.00568181818181818
KCNH1	2	394	0.120839547511794	1	0.0050761421319797
ITGB4	1	502	0.121017400656319	1	0.00199203187250996
CENPA	2	464	0.121050727588229	1	0.00431034482758621
AP2A1	2	885	0.121051698215564	1	0.00225988700564972
NAGS	1	382	0.121148419992465	1	0.00261780104712042
TMEM217	1	256	0.121212244615867	1	0.00390625
TBC1D22B	1	256	0.121212244615867	1	0.00390625
NAA25	1	318	0.121324427820654	1	0.00314465408805031
FANCD2	1	166	0.121333290033517	1	0.00602409638554217
CIDECP	1	166	0.121333290033517	1	0.00602409638554217
ADAMTSL2	1	407	0.121623676563887	1	0.00245700245700246
DYRK4	2	409	0.121688671570488	1	0.00488997555012225
RP11-298I3.1	2	505	0.121766378011486	1	0.00396039603960396
PPP2R4	3	1389	0.121906943905205	1	0.00215982721382289
BAIAP3	1	582	0.121907468311272	1	0.00171821305841924
RP11-96P7.1	2	203	0.121922023918129	1	0.00985221674876847
PIP5K1C	1	395	0.122001840482515	1	0.00253164556962025
RP5-1050D4.3	2	656	0.122248218053736	1	0.00304878048780488
CACTIN-AS1	1	424	0.12232880771766	1	0.00235849056603774
TBXA2R	1	424	0.12232880771766	1	0.00235849056603774
CTNNBL1	1	206	0.122487714679215	1	0.00485436893203883
C15orf26	1	175	0.122498840373439	1	0.00571428571428571
MCPH1	2	409	0.122605559123104	1	0.00488997555012225
RP11-115C21.2	2	409	0.122605559123104	1	0.00488997555012225
