gene	len	ct	mu	sigma	region	BRCA	GACA	LICA	LUAD	MB	PA	PRAD
RDX	1919	0	133.226456598739	0.0236069799037587	reg1924	1	1	1	1	1	1	1
FDX1	555	0	133.226456598739	0.0236069799037587	reg1924	1	1	1	1	1	1	1
ARHGAP20	3652	2	133.226456598739	0.0236069799037587	reg1924	1	1	1	1	1	1	1
C11orf53	711	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
COLCA1	375	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
COLCA2	465	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
POU2AF1	793	1	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
BTG4	783	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
C11orf88	595	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
LAYN	1237	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
SIK2	2781	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
PPP2R1B	2146	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
FDXACB1	1937	1	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
C11orf1	618	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
CRYAB	787	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
HSPB2	549	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
C11orf52	372	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
DIXDC1	2133	1	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
DLAT	1944	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
PIH1D2	1011	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
C11orf57	910	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
TIMM8B	297	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
SDHD	599	0	109.654843471134	0.0236069799037587	reg1925	1	1	1	1	1	1	1
IL18	582	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
TEX12	372	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
AP002884.3	618	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
BCO2	1740	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
PTS	438	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
C11orf34	624	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
AP002884.2	114	0	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
NCAM1	3074	1	118.48360207828	0.0236069799037587	reg1926	1	1	1	1	1	1	1
TTC12	2487	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
ANKK1	2298	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
DRD2	1342	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
TMPRSS5	1453	1	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
ZW10	2340	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
CLDN25	690	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
USP28	3439	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
HTR3B	1345	0	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	1	1	1
HTR3A	1573	1	119.443884561367	0.0236069799037587	reg1927	1	1	1	1	0.9999999999869	1	1
ZBTB16	2022	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
NNMT	795	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
C11orf71	444	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
RBM7	1038	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
REXO2	867	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
NXPE1	1681	0	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
NXPE4	1635	1	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
NXPE2	1856	1	139.63712490769	0.0236069799037587	reg1928	1	1	1	1	1	1	1
CADM1	1516	0	128.955001319896	0.0236069799037587	reg1929	1	1	1	1	1	1	1
BUD13	1860	0	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
ZNF259	1380	0	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
APOA5	1101	0	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
APOA4	1191	1	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
APOC3	354	1	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
APOA1	895	0	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
SIK3	4114	1	108.994886552222	0.0236069799037587	reg1930	1	1	1	1	1	1	1
PAFAH1B2	1020	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
SIDT2	2644	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
TAGLN	606	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
PCSK7	2364	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
RNF214	2112	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
BACE1	1556	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
CEP164	4383	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
DSCAML1	6342	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	0.999999999998325	1	1
FXYD2	220	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
FXYD6-FXYD2	339	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
FXYD6	378	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
TMPRSS13	1997	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
IL10RA	1744	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
TMPRSS4	1318	0	121.864822038737	0.0236069799037587	reg1931	1	1	1	1	1	1	1
SCN4B	687	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
SCN2B	648	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
AMICA1	1198	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
MPZL3	742	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
MPZL2	648	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
CD3E	624	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
CD3D	584	1	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
CD3G	549	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	0.999999999997829	1	1
UBE4A	3222	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
RP11-770J1.5	117	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
ATP5L	330	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
RP11-770J1.4	444	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
KMT2A	12082	3	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
TTC36	570	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
TMEM25	1285	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
IFT46	1068	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
ARCN1	1755	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
PHLDB1	4344	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
TREH	1844	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
DDX6	1452	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
CXCR5	1119	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
BCL9L	4500	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
UPK2	555	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
FOXR1	882	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
CCDC84	999	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
RPS25	378	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
TRAPPC4	853	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	0.999999999997829	1	1
SLC37A4	1356	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
HYOU1	3135	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
VPS11	2823	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
HMBS	1087	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
H2AFX	432	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
DPAGT1	1305	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
C2CD2L	2144	0	149.084231876746	0.0236069799037587	reg1932	1	1	1	1	1	1	1
HINFP	1734	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
ABCG4	2104	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
NLRX1	3088	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
PDZD3	1831	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
CCDC153	633	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
CBL	2721	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
MCAM	2439	1	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
RNF26	1302	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
C1QTNF5	732	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
USP2	2010	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
THY1	586	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
PVRL1	1984	3	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	0.999999999829358	1	1
TRIM29	2118	0	136.758173870389	0.0236069799037587	reg1933	1	1	1	1	1	1	1
OAF	822	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
POU2F3	1345	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
TMEM136	804	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
ARHGEF12	4635	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
AP002348.1	123	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
GRIK4	2871	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
TBCEL	1290	0	128.811742165866	0.0236069799037587	reg1934	1	1	1	1	1	1	1
TECTA	6468	3	169.366249332195	0.0236069799037587	reg1935	1	1	1	1	1	1	1
SC5D	921	0	169.366249332195	0.0236069799037587	reg1935	1	1	1	1	1	1	1
SORL1	6893	0	169.366249332195	0.0236069799037587	reg1935	1	1	1	1	1	1	1
BLID	327	0	169.366249332195	0.0236069799037587	reg1935	1	1	1	1	1	1	1
UBASH3B	1950	1	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
CRTAM	1237	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
C11orf63	2397	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
BSX	702	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
HSPA8	1941	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
CLMP	1122	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
GRAMD1B	2418	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
SCN3B	648	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
ZNF202	1947	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR6X1	939	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR6M1	942	1	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
TMEM225	678	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR8D4	945	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR4D5	957	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR6T1	972	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR10S1	996	2	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	0.999999999999971	1	1
OR10G6	999	1	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR10G4	936	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR10G9	936	1	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR10G8	936	0	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	1	1	1
OR10G7	936	1	160.844842549075	0.0236069799037587	reg1937	1	1	1	1	0.999999999999971	1	1
VWA5A	2413	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR10D3	939	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8G5	1041	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8D1	927	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	0.999999999999993	1	1
OR8D2	936	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8B2	942	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8B3	942	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8B4	930	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8B8	936	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
OR8B12	933	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	0.999999999999993	1	1
OR8A1	981	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
PANX3	1179	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
TBRG1	1236	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
SIAE	1572	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
SPA17	456	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
NRGN	237	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
VSIG2	988	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
ESAM	1279	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
MSANTD2	1680	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
ROBO3	4255	2	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
ROBO4	3024	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
HEPN1	267	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
HEPACAM	1251	1	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
CCDC15	2889	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
SLC37A2	1534	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
TMEM218	426	0	143.288851468544	0.0236069799037587	reg1938	1	1	1	1	1	1	1
PKNOX2	1419	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
FEZ1	1291	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
EI24	1151	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
STT3A	2118	1	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
CHEK1	1704	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
ACRV1	798	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
PATE1	381	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
PATE2	342	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
PATE3	297	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
PATE4	297	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
PUS3	1446	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
HYLS1	900	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
DDX25	1573	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
CDON	3866	0	151.736145176693	0.0236069799037587	reg1939	1	1	1	1	1	1	1
RPUSD4	1135	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
FAM118B	1057	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
SRPR	1917	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
FOXRED1	1504	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
TIRAP	728	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
DCPS	1014	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
ST3GAL4	1033	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
KIRREL3	2444	0	154.86338737072	0.0236069799037587	reg1940	1	1	1	1	1	1	1
ETS1	1544	0	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	0.999999999999433	1	1
FLI1	1391	0	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
KCNJ1	1176	1	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
C11orf45	438	0	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
KCNJ5	1260	1	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
TP53AIP1	569	0	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
ARHGAP32	6338	0	132.82963339198	0.0236069799037587	reg1942	1	1	1	1	1	1	1
BARX2	962	0	141.719530053943	0.0236069799037587	reg1943	1	1	1	1	0.999999999999986	1	1
TMEM45B	828	0	141.719530053943	0.0236069799037587	reg1943	1	1	1	1	1	1	1
NFRKB	4012	0	141.719530053943	0.0236069799037587	reg1943	1	1	1	1	1	1	1
PRDM10	3571	0	141.719530053943	0.0236069799037587	reg1943	1	1	1	1	1	1	1
APLP2	2507	1	141.719530053943	0.0236069799037587	reg1943	1	1	1	1	1	1	1
ST14	2568	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
ZBTB44	1925	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
ADAMTS8	2670	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
ADAMTS15	2853	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
C11orf44	369	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
SNX19	3076	0	139.254192067522	0.0236069799037587	reg1944	1	1	1	1	1	1	1
NTM	1258	1	220.186795395399	0.0236069799037587	reg1945	1	1	1	1	1	1	1
OPCML	1126	0	222.795896744322	0.0236069799037587	reg1946	1	1	1	1	1	1	1
SPATA19	504	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
IGSF9B	4620	2	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
JAM3	1068	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
NCAPD3	4641	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	0.999999999999731	1	1
VPS26B	1011	1	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
THYN1	678	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
ACAD8	1486	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
GLB1L3	2028	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
GLB1L2	1951	0	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
B3GAT1	1044	1	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
AP003062.1	1251	1	201.518924655958	0.0236069799037587	reg1947	1	1	1	1	1	1	1
IQSEC3	3624	2	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
SLC6A12	1845	2	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
SLC6A13	1901	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	0.99999999995521	1	1
KDM5A	5253	1	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
CCDC77	1467	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
B4GALNT3	3198	1	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
NINJ2	698	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
WNK1	8965	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
RAD52	1584	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
ERC1	3435	1	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
FBXL14	1257	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
WNT5B	1080	1	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
ADIPOR2	1161	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
CACNA2D4	3644	0	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
LRTM2	1113	1	118.937501476433	0.0236069799037587	reg1950	1	1	1	1	1	1	1
DCP1B	1894	0	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
CACNA1C	7332	1	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
FKBP4	1482	3	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	0.999999999991466	1	1
ITFG2	1508	1	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
NRIP2	846	0	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
AC005841.1	939	0	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
FOXM1	2409	0	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
RHNO1	717	0	171.684248625379	0.0236069799037587	reg1951	1	1	1	1	1	1	1
TULP3	1609	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	1	1	1
TEAD4	1338	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	1	1	1
TSPAN9	888	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	1	1	1
PRMT8	1233	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	1	1	1
EFCAB4B	2384	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	0.999999999999992	1	1
PARP11	1037	0	144.695194903848	0.0236069799037587	reg1952	1	1	1	1	1	1	1
CCND2	1064	1	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
C12orf5	813	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
FGF23	756	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
FGF6	636	1	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
C12orf4	1659	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
RAD51AP1	1107	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
DYRK4	1964	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
AKAP3	2562	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
NDUFA9	1422	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
GALNT8	2106	0	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
KCNA6	1590	1	162.631155861866	0.0236069799037587	reg1953	1	1	1	1	1	1	1
KCNA1	1488	1	133.908079925332	0.0236069799037587	reg1954	1	1	1	1	1	1	1
KCNA5	1842	2	133.908079925332	0.0236069799037587	reg1954	1	1	1	1	1	1	1
NTF3	813	0	133.908079925332	0.0236069799037587	reg1954	1	1	1	1	1	1	1
ANO2	3048	0	133.908079925332	0.0236069799037587	reg1954	1	1	1	1	1	1	1
VWF	8662	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	0.999999999999446	1	1
CD9	756	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
PLEKHG6	2609	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
TNFRSF1A	1849	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
SCNN1A	2277	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
LTBR	1348	1	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
CD27	783	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
TAPBPL	1407	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
VAMP1	393	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
MRPL51	387	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
NCAPD2	4206	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
GAPDH	1019	1	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
IFFO1	1692	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
NOP2	2659	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
CHD4	5823	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
LPAR5	1119	1	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
ACRBP	1648	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
ING4	750	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
ZNF384	1829	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	0.999999999999978	1	1
PIANP	853	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
COPS7A	943	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
MLF2	779	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
PTMS	386	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
LAG3	1604	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
CD4	1382	1	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
GPR162	1896	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	0.999999999999978	1	1
GNB3	1024	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
CDCA3	923	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
USP5	2577	1	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
TPI1	861	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
SPSB2	932	2	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
LRRC23	1285	0	104.712481655235	0.0236069799037587	reg1955	1	1	1	1	1	1	1
