gene	len	ct	mu	sigma	region	p-value
GABRA2	1616	1	237.105809714699	0.0236069799037587	reg737	0.0468977956495569
LPHN3	4795	0	194.193799664442	0.0236069799037587	reg753	0.020886147084373
UGT2B4	1630	0	157.641150704357	0.0236069799037587	reg760	0.0483845095488232
SCD5	1231	0	136.187250439639	0.0236069799037587	reg774	0.0495013369689822
MEPE	1799	0	145.667335163453	0.0236069799037587	reg779	0.00332856246437329
PDHA2	1167	1	152.102701855277	0.0236069799037587	reg787	0.0296025795136243
ADH1B	1128	0	170.522315560459	0.0236069799037587	reg791	0.040664636524188
RP11-766F14.2	5382	4	170.522315560459	0.0236069799037587	reg791	0.0208645482706876
SLC9B1	1662	2	146.348285738969	0.0236069799037587	reg794	0.00929916082207472
NDST4	2619	0	157.430340038404	0.0236069799037587	reg806	0.0363267177222945
MFSD8	1557	0	165.763955121149	0.0236069799037587	reg819	0.029830038748212
SCLT1	2179	0	126.190175908503	0.0236069799037587	reg820	0.0212476156811629
MAB21L2	1080	0	122.969780428939	0.0236069799037587	reg842	0.0290980563195053
MARCH1	1749	0	195.90242693439	0.0236069799037587	reg855	0.0219036610842242
FRG1	777	0	245.753202397656	0.0236069799037587	reg880	0.0251596574727712
ROPN1L	693	0	120.32553236426	0.0236069799037587	reg892	0.0025896710212063
FBXL7	1477	1	165.684443970015	0.0236069799037587	reg897	0.015944062137672
MARCH11	1209	2	171.622348656411	0.0236069799037587	reg898	0.0173191422552324
ADAMTS12	4850	1	160.452687096258	0.0236069799037587	reg915	0.0048814548027635
GPX8	630	0	133.325363643993	0.0236069799037587	reg936	0.0140283099902431
GCNT4	1362	0	131.767890754351	0.0236069799037587	reg956	0.0399085837448578
FTMT	729	0	150.392373948508	0.0236069799037587	reg1003	0.041277632905511
ANKHD1-EIF4EBP3	7905	3	124.995161266331	0.0236069799037587	reg1021	0.0250617577390062
ANKHD1	8082	3	124.995161266331	0.0236069799037587	reg1021	0.0271480514943144
PCDHA3	2934	1	189.10111465264	0.0236069799037587	reg1022	0.0102754329457781
PCDHA6	2853	1	189.10111465264	0.0236069799037587	reg1022	0.00921038221800016
PCDHA7	2829	1	189.10111465264	0.0236069799037587	reg1022	0.0360781975197317
PCDHA10	2847	1	189.10111465264	0.0236069799037587	reg1022	0.0367734139061325
PCDHB4	2388	2	189.10111465264	0.0236069799037587	reg1022	0.0045144826342484
PCDHB8	2406	0	189.10111465264	0.0236069799037587	reg1022	0.000854703940304431
PCDHB14	2397	1	189.10111465264	0.0236069799037587	reg1022	0.00458442321162903
PCDHB15	2364	0	189.10111465264	0.0236069799037587	reg1022	0.0207151221643751
PCDHGA2	2799	0	189.10111465264	0.0236069799037587	reg1022	0.0349362290347389
GPR151	1260	0	117.959717065384	0.0236069799037587	reg1027	0.0483295016790994
MYOZ3	933	0	128.21747464737	0.0236069799037587	reg1032	0.0306707711821443
NMUR2	1248	0	153.179297290882	0.0236069799037587	reg1033	0.0212019134298893
TIMD4	1137	1	156.093056198103	0.0236069799037587	reg1038	0.0295590436250189
FAM196B	1608	0	142.706588018722	0.0236069799037587	reg1051	0.0162417999392596
DBN1	2384	0	125.976267630668	0.0236069799037587	reg1058	0.0231341076599309
OR2V2	948	1	131.238868582667	0.0236069799037587	reg1061	0.000111790095668535
HUS1B	837	1	122.078206752102	0.0236069799037587	reg1063	0.00271030307208316
CDYL	1852	0	136.32145227379	0.0236069799037587	reg1066	0.025683188954976
SLC17A2	1477	0	118.463385693708	0.0236069799037587	reg1087	0.0413091794625726
ABT1	819	0	216.414023620093	0.0236069799037587	reg1088	0.0310260451869615
OR2J2	939	0	185.443745336915	0.0236069799037587	reg1091	0.0124621034869731
HLA-B	1195	1	149.349270043431	0.0236069799037587	reg1093	0.00149984258915154
HLA-DQA2	768	0	174.11997624151	0.0236069799037587	reg1094	0.0333097175483721
LRFN2	2370	0	151.203707261205	0.0236069799037587	reg1102	0.0177496827772507
TFEB	1713	0	132.537353468164	0.0236069799037587	reg1103	0.0491115729224171
MRPL2	1050	0	120.420830518561	0.0236069799037587	reg1105	0.0185355128299505
TTBK1	4139	0	120.420830518561	0.0236069799037587	reg1105	0.0498692316930913
GPR115	2317	1	120.584292726352	0.0236069799037587	reg1109	0.0062127096066932
PTCHD4	2570	0	120.584292726352	0.0236069799037587	reg1109	0.0449200273224812
PGK2	1254	0	175.938232026648	0.0236069799037587	reg1111	0.0391229847371557
UBE2J1	957	0	107.916574084896	0.0236069799037587	reg1152	0.0233886339005216
SCML4	1346	0	123.652586155232	0.0236069799037587	reg1170	0.0426734344787031
SLC35F1	1227	0	179.228452512605	0.0236069799037587	reg1180	0.0272041210317963
CTAGE9	2334	0	140.933070782106	0.0236069799037587	reg1194	0.0493684044017075
EYA4	2057	1	128.252066243362	0.0236069799037587	reg1196	0.0325502357039136
IL22RA2	792	0	99.0343929837541	0.0236069799037587	reg1198	0.0170706260386876
ADGB	5249	1	122.606332061287	0.0236069799037587	reg1209	0.0465004208782538
MTHFD1L	3103	1	126.726662785815	0.0236069799037587	reg1213	0.0494846239253005
THSD7A	4974	1	137.727110133544	0.0236069799037587	reg1244	0.0178685615797207
HOXA10	1243	0	153.097078799503	0.0236069799037587	reg1260	0.0114761414389102
PDE1C	2452	2	207.309898387298	0.0236069799037587	reg1265	0.00653949898551787
NACAD	4689	1	180.521324164669	0.0236069799037587	reg1277	0.00383092373463209
PSPH	678	0	177.149004878228	0.0236069799037587	reg1288	0.0254665518537
ZNF716	1488	2	177.149004878228	0.0236069799037587	reg1288	0.0177898919476759
ZNF679	1236	0	295.153454654715	0.0236069799037587	reg1296	0.000979191593859509
ZP3	1311	0	273.670062401391	0.0236069799037587	reg1309	0.0431018217207202
MUC17	13482	4	147.000402179364	0.0236069799037587	reg1334	0.0108820097466549
MOGAT3	1135	0	147.000402179364	0.0236069799037587	reg1334	0.0447083543072735
PIK3CG	3309	1	140.68929108511	0.0236069799037587	reg1339	0.034426989615895
NRCAM	3967	3	120.211694135242	0.0236069799037587	reg1340	0.0313442474851526
GPR85	1113	0	161.12623605535	0.0236069799037587	reg1345	0.0137659834333828
FLNC	8178	1	164.516651236877	0.0236069799037587	reg1361	0.0192808199500411
TSGA13	828	1	123.175148457851	0.0236069799037587	reg1362	0.0259087595304005
PLXNA4	5991	0	128.525952775994	0.0236069799037587	reg1365	0.0228939512535643
AKR1B15	1101	0	118.039424684408	0.0236069799037587	reg1367	0.0471669254323315
BRAF	2324	1	164.730594855149	0.0236069799037587	reg1373	0.00926381113654137
OR9A4	945	0	126.260015751659	0.0236069799037587	reg1374	0.049465029504577
RP11-1220K2.2	7566	2	126.260015751659	0.0236069799037587	reg1374	0.0297084022975152
KEL	2233	0	126.260015751659	0.0236069799037587	reg1374	0.0112214098438302
CLCN1	2967	0	195.10917222516	0.0236069799037587	reg1377	0.0331866608822092
FAM131B	1083	0	195.10917222516	0.0236069799037587	reg1377	0.026480787172354
GIMAP1	921	0	175.795942402995	0.0236069799037587	reg1383	0.0089063502905404
DOK2	1239	0	114.809987949065	0.0236069799037587	reg1414	0.02852987891639
POLB	1251	0	150.877719332679	0.0236069799037587	reg1434	0.0310115331439107
PXDNL	4392	1	205.926820957466	0.0236069799037587	reg1444	0.000592817389314452
DNAJC5B	600	0	162.562827297868	0.0236069799037587	reg1458	0.0223752198215577
ZFHX4	10860	0	225.165528862886	0.0236069799037587	reg1470	0.00363080308196101
CNGB3	2490	0	156.545864444537	0.0236069799037587	reg1479	0.0322268753640117
SNX31	1491	0	115.120611838825	0.0236069799037587	reg1493	0.044765958331333
RIMS2	5455	2	163.380652640315	0.0236069799037587	reg1496	0.000997617550942297
TRPS1	3977	0	151.482113976315	0.0236069799037587	reg1508	0.0200847917009347
DEPTOR	1230	1	137.444927672852	0.0236069799037587	reg1512	0.00933754690066367
OC90	3504	0	165.983665625561	0.0236069799037587	reg1525	0.00810927458204411
CHRAC1	512	0	128.087836596581	0.0236069799037587	reg1533	0.00553962623760195
CYP11B2	1512	1	224.457616308872	0.0236069799037587	reg1535	0.0400216232593718
IFNA7	570	0	138.540603270523	0.0236069799037587	reg1559	0.0201263133339242
CDKN2A	927	0	138.540603270523	0.0236069799037587	reg1559	0.0485937803565568
TAF1L	5481	5	183.681688945703	0.0236069799037587	reg1570	0.0220746216982567
PRSS3	1056	0	136.901896476519	0.0236069799037587	reg1572	7.00878819421639e-07
ARID3C	1239	1	136.901896476519	0.0236069799037587	reg1572	0.00474201643448502
SPATA31A6	4032	3	185.729096566823	0.0236069799037587	reg1576	0.0178267204678753
GCNT1	1287	0	137.881092385052	0.0236069799037587	reg1618	0.0487895008864187
GNA14	1068	0	137.881092385052	0.0236069799037587	reg1618	0.0349760249784068
MSANTD3	890	1	179.649831972726	0.0236069799037587	reg1641	0.0114880899662358
GRIN3A	3348	0	151.123428158435	0.0236069799037587	reg1642	0.000627176253596727
PPP3R2	522	0	151.123428158435	0.0236069799037587	reg1642	0.0303279206575419
TLR4	2520	1	165.795843073567	0.0236069799037587	reg1658	0.0326855407405575
LHX6	1289	0	122.507388692687	0.0236069799037587	reg1662	0.036905314987994
OR1Q1	945	0	107.535275807146	0.0236069799037587	reg1663	0.0283430783077271
GPR144	2892	0	131.635600438397	0.0236069799037587	reg1665	0.0267572453813835
SH3GLB2	1215	1	150.789796620828	0.0236069799037587	reg1669	0.028785913029959
USP20	2745	0	136.646635241004	0.0236069799037587	reg1670	0.0296770120012605
HMCN2	6705	0	136.646635241004	0.0236069799037587	reg1670	0.00718662973669346
XG	591	0	114.322578707274	0.0236069799037587	reg2879	0.0146549010015067
NLGN4X	2511	1	128.490431533486	0.0236069799037587	reg2881	0.00734637007290547
PDK3	1252	0	98.9430652911317	0.0236069799037587	reg2900	0.0276561221787673
TMEM47	546	0	129.162773898241	0.0236069799037587	reg2910	0.0321861455012667
CXorf38	1077	0	86.3470023984526	0.0236069799037587	reg2916	0.027198506089964
RBM10	2793	0	104.820019404877	0.0236069799037587	reg2923	0.000292628449414222
PRAF2	623	0	108.677148306472	0.0236069799037587	reg2924	0.0145695948591166
KDM5C	4777	0	129.4670686313	0.0236069799037587	reg2929	0.00569895554239994
CDX4	855	0	131.719822182583	0.0236069799037587	reg2948	0.0354204932573748
KIAA2022	4551	2	145.017831187562	0.0236069799037587	reg2949	0.00534400046472953
POU3F4	1086	0	135.389967379008	0.0236069799037587	reg2958	0.0319306677032025
CPXCR1	906	0	163.601045891585	0.0236069799037587	reg2964	0.0148914981955647
PABPC5	1149	0	201.836100261929	0.0236069799037587	reg2966	0.0365514265573501
CT47B1	900	0	109.501914222919	0.0236069799037587	reg2995	0.0267147044512123
TENM1	8199	1	119.107435645058	0.0236069799037587	reg2999	0.0150345752304424
ARHGEF6	2412	1	92.0548582913666	0.0236069799037587	reg3011	0.0315054083847099
MAGEC1	3429	0	124.845621786978	0.0236069799037587	reg3016	0.00814491041498312
SPANXN2	543	0	137.83377926231	0.0236069799037587	reg3018	0.00538680398012584
VAMP7	851	0	110.77334667748	0.0236069799037587	reg3030	0.0260187419281148
